year,classification,hs_or_sitc_code,commodity,partner_iso,partner_m49,qty,qty_unit_code,net_weight_kg,value_usd
1986,S1,341,gas_natural_manufactured,QAT,634,402296000.0,8,402296000.0,76125760
1987,S1,341,gas_natural_manufactured,QAT,634,497294000.0,8,497294000.0,81654527
1970,S1,341,gas_natural_manufactured,WLD,0,3531424000.0,8,3531424000.0,104625424
1971,S1,341,gas_natural_manufactured,WLD,0,4291735040.0,8,4291735040.0,122209280
1972,S1,341,gas_natural_manufactured,WLD,0,5216544768.0,8,5216544768.0,169216176
1973,S1,341,gas_natural_manufactured,WLD,0,7035413000.0,8,7035413000.0,245061071
1974,S1,341,gas_natural_manufactured,WLD,0,9037378000.0,8,9037378000.0,857930639
1975,S1,341,gas_natural_manufactured,WLD,0,10242784000.0,8,10242784000.0,1172240994
1976,S1,341,gas_natural_manufactured,WLD,0,12201889792.0,8,12201889792.0,1430774400
1977,S1,341,gas_natural_manufactured,WLD,0,14517962752.0,8,14517962752.0,1797207424
1978,S1,341,gas_natural_manufactured,WLD,0,19237890048.0,8,19237890048.0,2546333696
1979,S1,341,gas_natural_manufactured,WLD,0,23225190400.0,8,23225190400.0,3760393984
1980,S1,341,gas_natural_manufactured,WLD,0,26511470592.0,8,26511470592.0,7671224320
1981,S1,341,gas_natural_manufactured,WLD,0,27316060160.0,8,27316060160.0,8356574208
1982,S1,341,gas_natural_manufactured,WLD,0,29197754368.0,8,29197754368.0,8416366080
1983,S1,341,gas_natural_manufactured,WLD,0,29679878144.0,8,29679878144.0,8331571712
1984,S1,341,gas_natural_manufactured,WLD,0,37250805760.0,8,37250805760.0,9529320448
1985,S1,341,gas_natural_manufactured,WLD,0,39311142912.0,8,39311142912.0,10006052864
1986,S1,341,gas_natural_manufactured,WLD,0,40266813440.0,8,40266813440.0,7843266048
1987,S1,341,gas_natural_manufactured,WLD,0,41777108865.0,8,41777108865.0,7021780799
