year,classification,hs_or_sitc_code,commodity,reporter,flow,qty,qty_unit_code,net_weight_kg,value_usd
1994,HS,TOTAL,all_commodities,AUS,X,,-1,,10921610398.0
1994,HS,TOTAL,all_commodities,JPN,M,,-1,,13641648390.0
1995,HS,TOTAL,all_commodities,AUS,X,,-1,,10731914788.0
1995,HS,TOTAL,all_commodities,JPN,M,,-1,,14558427019.0
1996,HS,TOTAL,all_commodities,AUS,X,,-1,,10097623801.0
1996,HS,TOTAL,all_commodities,JPN,M,,-1,,14229449081.0
1997,HS,TOTAL,all_commodities,AUS,X,,-1,,10281915620.0
1997,HS,TOTAL,all_commodities,JPN,M,,-1,,14588200775.0
1998,HS,TOTAL,all_commodities,AUS,X,0.0,-1,,10924461334.0
1998,HS,TOTAL,all_commodities,JPN,M,,-1,,13014272663.0
1999,HS,TOTAL,all_commodities,AUS,X,,-1,,9069322835.0
1999,HS,TOTAL,all_commodities,JPN,M,,-1,,12806522174.0
2000,HS,TOTAL,all_commodities,AUS,X,,-1,,12600200044.0
2000,HS,TOTAL,all_commodities,JPN,M,,-1,,14802219263.0
2001,HS,TOTAL,all_commodities,AUS,X,,-1,,12255376776.0
2001,HS,TOTAL,all_commodities,JPN,M,,-1,,14459593823.0
2002,HS,TOTAL,all_commodities,AUS,X,,-1,,12064745591.0
2002,HS,TOTAL,all_commodities,JPN,M,,-1,,14018216836.0
2003,HS,TOTAL,all_commodities,AUS,X,,-1,,12820286554.0
2003,HS,TOTAL,all_commodities,JPN,M,,-1,,15079352612.0
2004,HS,TOTAL,all_commodities,AUS,X,,-1,,16314188927.0
2004,HS,TOTAL,all_commodities,JPN,M,,-1,,19454411134.0
2005,HS,TOTAL,all_commodities,AUS,X,,-1,,21703963590.0
2005,HS,TOTAL,all_commodities,JPN,M,,-1,,24513204866.0
2006,HS,TOTAL,all_commodities,AUS,X,,-1,,24446819837.0
2006,HS,TOTAL,all_commodities,JPN,M,,-1,,27927415055.0
2007,HS,TOTAL,all_commodities,AUS,X,,-1,,26801195515.0
2007,HS,TOTAL,all_commodities,JPN,M,,-1,,31252148401.0
2008,HS,TOTAL,all_commodities,AUS,X,,-1,,42731584689.0
2008,HS,TOTAL,all_commodities,JPN,M,,-1,,47531823339.0
2009,HS,TOTAL,all_commodities,AUS,X,,-1,,30014166312.0
2009,HS,TOTAL,all_commodities,JPN,M,,-1,,34751479227.0
2010,HS,TOTAL,all_commodities,AUS,X,,-1,,40088026972.0
2010,HS,TOTAL,all_commodities,JPN,M,,-1,,45096684248.0
2011,HS,TOTAL,all_commodities,AUS,X,,-1,,52088075596.0
2011,HS,TOTAL,all_commodities,JPN,M,,-1,,56688392609.0
2012,HS,TOTAL,all_commodities,AUS,X,,-1,,49680326911.0
2012,HS,TOTAL,all_commodities,JPN,M,,-1,,56449991809.0
2013,HS,TOTAL,all_commodities,AUS,X,,-1,,31251833517.0
2013,HS,TOTAL,all_commodities,JPN,M,,-1,,51026036092.0
2014,HS,TOTAL,all_commodities,AUS,X,,-1,,43135786659.0
2014,HS,TOTAL,all_commodities,JPN,M,,-1,,48117721953.0
2015,HS,TOTAL,all_commodities,AUS,X,,-1,,29826962032.0
2015,HS,TOTAL,all_commodities,JPN,M,,-1,,34791622271.0
2016,HS,TOTAL,all_commodities,AUS,X,,-1,,26344514675.0
2016,HS,TOTAL,all_commodities,JPN,M,,-1,,30432596105.0
2017,HS,TOTAL,all_commodities,AUS,X,0.0,-1,0.0,24179668817.757
2017,HS,TOTAL,all_commodities,JPN,M,0.0,-1,0.0,38908730109.943
2018,HS,TOTAL,all_commodities,AUS,X,0.0,-1,0.0,26582378937.113
2018,HS,TOTAL,all_commodities,JPN,M,0.0,-1,0.0,45731434968.503
2019,HS,TOTAL,all_commodities,AUS,X,0.0,-1,0.0,24446793853.692
2019,HS,TOTAL,all_commodities,JPN,M,0.0,-1,0.0,45481319121.4
2020,HS,TOTAL,all_commodities,AUS,X,0.0,-1,0.0,22654468097.739
2020,HS,TOTAL,all_commodities,JPN,M,0.0,-1,0.0,35790723788.284
2021,HS,TOTAL,all_commodities,AUS,X,0.0,-1,0.0,30319468420.375
2021,HS,TOTAL,all_commodities,JPN,M,0.0,-1,0.0,52241209731.765
2022,HS,TOTAL,all_commodities,AUS,X,0.0,-1,0.0,52518468579.657
2022,HS,TOTAL,all_commodities,JPN,M,0.0,-1,0.0,88400517153.076
2023,HS,TOTAL,all_commodities,AUS,X,0.0,-1,0.0,36190353028.187
2023,HS,TOTAL,all_commodities,JPN,M,0.0,-1,0.0,64535237942.036
2024,HS,TOTAL,all_commodities,AUS,X,0.0,-1,0.0,30623985628.119
2024,HS,TOTAL,all_commodities,JPN,M,0.0,-1,0.0,52854044085.632
1988,HS,2701,coal,AUS,X,49776488421.0,8,49776488421.0,1845109808.0
1988,HS,2701,coal,JPN,M,49587821000.0,8,49587821000.0,2301461172.0
1989,HS,2701,coal,AUS,X,54197994249.0,8,54197994249.0,2233857706.0
1989,HS,2701,coal,JPN,M,53193746000.0,8,53193746000.0,2762095379.0
1990,HS,2701,coal,AUS,X,57180113687.0,8,57180113687.0,2436932749.0
1990,HS,2701,coal,JPN,M,55736019000.0,8,55736019000.0,3018768125.0
1991,HS,2701,coal,AUS,X,61117229312.0,8,61117229312.0,2677850963.0
1991,HS,2701,coal,JPN,M,59636444000.0,8,59636444000.0,3216948916.0
1992,HS,2701,coal,AUS,X,61272498812.0,8,61272498812.0,2600363591.0
1992,HS,2701,coal,JPN,M,,-1,60432312000.0,3126932261.0
1993,HS,2701,coal,AUS,X,64084167312.0,8,64084167312.0,2535946892.0
1993,HS,2701,coal,JPN,M,63401719000.0,8,63401719000.0,3125422052.0
1994,HS,2701,coal,AUS,X,63459356000.0,8,63459356000.0,2329360846.0
1994,HS,2701,coal,JPN,M,63395472000.0,8,63395472000.0,2948158715.0
1995,HS,2701,coal,AUS,X,59249345375.0,8,59249345375.0,2345892608.0
1995,HS,2701,coal,JPN,M,64995609000.0,8,64995609000.0,3271757830.0
1996,HS,2701,coal,AUS,X,65534801250.0,8,65534801250.0,2775852961.0
1996,HS,2701,coal,JPN,M,65350904000.0,8,65350904000.0,3414635429.0
1997,HS,2701,coal,AUS,X,73122000437.0,8,73122000437.0,2936782591.0
1997,HS,2701,coal,JPN,M,71517993000.0,8,71517993000.0,3524980622.0
1998,HS,2701,coal,AUS,X,71507034112.0,8,71507034112.0,2605647616.0
1998,HS,2701,coal,JPN,M,71462351000.0,8,71462351000.0,3223761260.0
1999,HS,2701,coal,AUS,X,79719335812.0,8,79719335812.0,2441659441.0
1999,HS,2701,coal,JPN,M,79953959000.0,8,79953959000.0,3113886092.0
2000,HS,2701,coal,AUS,X,87770420067.0,8,87770420067.0,2457077213.0
2000,HS,2701,coal,JPN,M,86541129000.0,8,86541129000.0,3189893392.0
2001,HS,2701,coal,AUS,X,92332022121.0,8,92332022121.0,2944659581.0
2001,HS,2701,coal,JPN,M,91354403000.0,8,91354403000.0,3646874312.0
2002,HS,2701,coal,AUS,X,91844219000.0,8,91844219000.0,2988775737.0
2002,HS,2701,coal,JPN,M,90573700000.0,8,90573700000.0,3660593648.0
2003,HS,2701,coal,AUS,X,95681270430.0,8,95681270430.0,2911888591.0
2003,HS,2701,coal,JPN,M,94883309000.0,8,94883309000.0,3697291222.0
2004,HS,2701,coal,AUS,X,102217622259.0,8,102217622259.0,4233001222.0
2004,HS,2701,coal,JPN,M,102546657000.0,8,102546657000.0,5436362233.0
2005,HS,2701,coal,AUS,X,105160016599.0,8,105160016599.0,6875805731.0
2005,HS,2701,coal,JPN,M,103728275744.0,8,103728275744.0,7966117775.0
2006,HS,2701,coal,AUS,X,103588297000.0,8,103588297000.0,7232019439.0
2006,HS,2701,coal,JPN,M,103223234276.0,8,103223234276.0,8485789309.0
2007,HS,2701,coal,AUS,X,114994728650.0,8,114994728650.0,7556444797.0
2007,HS,2701,coal,JPN,M,113355016680.0,8,113355016680.0,9249240723.0
2008,HS,2701,coal,AUS,X,118155001360.0,8,118155001360.0,17232657966.0
2008,HS,2701,coal,JPN,M,,-1,117736976512.0,18644605266.0
2009,HS,2701,coal,AUS,X,101532580855.0,8,101532580855.0,12449673278.0
2009,HS,2701,coal,JPN,M,102911287496.0,8,102911287496.0,14719517977.0
2010,HS,2701,coal,AUS,X,118104621640.0,8,118104621640.0,13647471493.0
2010,HS,2701,coal,JPN,M,117496396304.0,8,117496396304.0,15669497395.0
2011,HS,2701,coal,AUS,X,106383608372.0,8,106383608372.0,17168627358.0
2011,HS,2701,coal,JPN,M,104832356736.0,8,104832356736.0,18944331383.0
2012,HS,2701,coal,AUS,X,113949321000.0,8,113949321000.0,15487647074.0
2012,HS,2701,coal,JPN,M,114767602320.0,8,114767602320.0,18247334870.0
2013,HS,2701,coal,AUS,X,124566843900.0,8,124566843900.0,13205527747.0
2013,HS,2701,coal,JPN,M,121781060672.0,8,121781060672.0,15155970893.0
2014,HS,2701,coal,AUS,X,119749649335.0,8,119749649335.0,10731598886.0
2014,HS,2701,coal,JPN,M,119139628896.0,8,119139628896.0,12690323902.0
2015,HS,2701,coal,AUS,X,125676181907.0,8,125676181907.0,9186758527.0
2015,HS,2701,coal,JPN,M,124004753760.0,8,124004753760.0,10697462611.0
2016,HS,2701,coal,AUS,X,121869810600.0,8,121869810600.0,8687165432.0
2016,HS,2701,coal,JPN,M,121493180544.0,8,121493180544.0,9854479128.0
2017,HS,2701,coal,AUS,X,117443310000.0,8,117443310000.0,12652188786.347
2017,HS,2701,coal,JPN,M,119128339000.0,8,119128339000.0,14284594730.294
2018,HS,2701,coal,AUS,X,116733700000.0,8,116733700000.0,14190683383.262
2018,HS,2701,coal,JPN,M,116068195000.0,8,116068195000.0,15677625351.485
2019,HS,2701,coal,AUS,X,110153052500.0,8,110153052500.0,11818998511.988
2019,HS,2701,coal,JPN,M,109264433000.0,8,109264433000.0,13635114129.806
2020,HS,2701,coal,AUS,X,104231000000.0,8,104231000000.0,8119168700.802
2020,HS,2701,coal,JPN,M,103488758000.0,8,103488758000.0,9604885060.26
2021,HS,2701,coal,AUS,X,120146062500.0,8,120146062500.0,15216105276.599
2021,HS,2701,coal,JPN,M,119456387000.0,8,119456387000.0,16885975694.02
2022,HS,2701,coal,AUS,X,126197702000.0,8,126197702000.0,39467109847.221
2022,HS,2701,coal,JPN,M,121542330000.0,8,121542330000.0,39939186406.522
2023,HS,2701,coal,AUS,X,106905300000.0,8,106905300000.0,23479548066.439
2023,HS,2701,coal,JPN,M,107119343000.0,8,107119343000.0,27096281451.901
2024,HS,2701,coal,AUS,X,110373500000.0,8,110373500000.0,17953176430.492
2024,HS,2701,coal,JPN,M,108239917000.0,8,108239917000.0,19677276091.148
1988,HS,2704,coke_semi_coke,AUS,X,65079089.0,8,65079089.0,4933783.0
1988,HS,2704,coke_semi_coke,JPN,M,66265000.0,8,66265000.0,8992248.0
1989,HS,2704,coke_semi_coke,AUS,X,110318062.0,8,110318062.0,10868084.0
1989,HS,2704,coke_semi_coke,JPN,M,145992000.0,8,145992000.0,18001870.0
1990,HS,2704,coke_semi_coke,AUS,X,176775937.0,8,176775937.0,17850255.0
1990,HS,2704,coke_semi_coke,JPN,M,123920000.0,8,123920000.0,15426630.0
1991,HS,2704,coke_semi_coke,AUS,X,120312812.0,8,120312812.0,13167860.0
1991,HS,2704,coke_semi_coke,JPN,M,153850000.0,8,153850000.0,20017619.0
1992,HS,2704,coke_semi_coke,AUS,X,50059445.0,8,50059445.0,6428680.0
1992,HS,2704,coke_semi_coke,JPN,M,56553000.0,8,56553000.0,8452966.0
1993,HS,2704,coke_semi_coke,AUS,X,62558675.0,8,62558675.0,7127591.0
1993,HS,2704,coke_semi_coke,JPN,M,56770000.0,8,56770000.0,8168117.0
1994,HS,2704,coke_semi_coke,AUS,X,56498625.0,8,56498625.0,5922855.0
1994,HS,2704,coke_semi_coke,JPN,M,42943000.0,8,42943000.0,5834894.0
1995,HS,2704,coke_semi_coke,AUS,X,49723039.0,8,49723039.0,5880776.0
1995,HS,2704,coke_semi_coke,JPN,M,48159000.0,8,48159000.0,6650688.0
1996,HS,2704,coke_semi_coke,AUS,X,86453187.0,8,86453187.0,9033001.0
1996,HS,2704,coke_semi_coke,JPN,M,85654000.0,8,85654000.0,10920628.0
1997,HS,2704,coke_semi_coke,AUS,X,99832812.0,8,99832812.0,8742585.0
1997,HS,2704,coke_semi_coke,JPN,M,92656000.0,8,92656000.0,10161867.0
1998,HS,2704,coke_semi_coke,AUS,X,0.0,-1,,2536050.0
1998,HS,2704,coke_semi_coke,JPN,M,25663000.0,8,25663000.0,3413079.0
1999,HS,2704,coke_semi_coke,AUS,X,0.0,-1,,1342635.0
1999,HS,2704,coke_semi_coke,JPN,M,12692000.0,8,12692000.0,1755571.0
2000,HS,2704,coke_semi_coke,AUS,X,2596368.0,8,2596368.0,226536.0
2000,HS,2704,coke_semi_coke,JPN,M,2252000.0,8,2252000.0,325603.0
2001,HS,2704,coke_semi_coke,AUS,X,17263686.0,8,17263686.0,555614.0
2001,HS,2704,coke_semi_coke,JPN,M,2162000.0,8,2162000.0,327053.0
2002,HS,2704,coke_semi_coke,AUS,X,3164922.0,8,3164922.0,233311.0
2002,HS,2704,coke_semi_coke,JPN,M,16707000.0,8,16707000.0,1001218.0
2003,HS,2704,coke_semi_coke,AUS,X,10730271.0,8,10730271.0,1151308.0
2003,HS,2704,coke_semi_coke,JPN,M,11005000.0,8,11005000.0,1505889.0
2004,HS,2704,coke_semi_coke,AUS,X,66427294.0,8,66427294.0,15105689.0
2004,HS,2704,coke_semi_coke,JPN,M,103214000.0,8,103214000.0,20520681.0
2005,HS,2704,coke_semi_coke,AUS,X,75510699.0,8,75510699.0,17171272.0
2005,HS,2704,coke_semi_coke,JPN,M,76096000.0,8,76096000.0,19806691.0
2006,HS,2704,coke_semi_coke,AUS,X,31215673.0,8,31215673.0,7098501.0
2006,HS,2704,coke_semi_coke,JPN,M,36969000.0,8,36969000.0,8834221.0
2007,HS,2704,coke_semi_coke,AUS,X,62359581.0,8,62359581.0,9759274.0
2007,HS,2704,coke_semi_coke,JPN,M,47850180.0,8,47850180.0,10266694.0
2008,HS,2704,coke_semi_coke,AUS,X,206690325.0,8,206690325.0,37015970.0
2008,HS,2704,coke_semi_coke,JPN,M,75884000.0,8,75884000.0,39531910.0
2009,HS,2704,coke_semi_coke,AUS,X,51882629.0,8,51882629.0,18925247.0
2009,HS,2704,coke_semi_coke,JPN,M,85521000.0,8,85521000.0,30892698.0
2010,HS,2704,coke_semi_coke,AUS,X,211186304.0,8,211186304.0,54372370.0
2010,HS,2704,coke_semi_coke,JPN,M,140539008.0,8,140539008.0,58451416.0
2011,HS,2704,coke_semi_coke,AUS,X,175156810.0,8,175156810.0,58288812.0
2011,HS,2704,coke_semi_coke,JPN,M,96832000.0,8,96832000.0,51763268.0
2012,HS,2704,coke_semi_coke,AUS,X,,-1,,127913641.0
2012,HS,2704,coke_semi_coke,JPN,M,378433984.0,8,378433984.0,153204374.0
2013,HS,2704,coke_semi_coke,AUS,X,260982551.0,8,260982551.0,86228314.0
2013,HS,2704,coke_semi_coke,JPN,M,386496992.0,8,386496992.0,126126071.0
2014,HS,2704,coke_semi_coke,AUS,X,534172398.0,8,534172398.0,141435571.0
2014,HS,2704,coke_semi_coke,JPN,M,577126976.0,8,577126976.0,154480780.0
2015,HS,2704,coke_semi_coke,AUS,X,69423725.0,8,69423725.0,17651604.0
2015,HS,2704,coke_semi_coke,JPN,M,329014016.0,8,329014016.0,72606694.0
2016,HS,2704,coke_semi_coke,JPN,M,73208000.0,8,73208000.0,14258858.0
2022,HS,2704,coke_semi_coke,JPN,M,22000000.0,8,22000000.0,16869872.927
2023,HS,2704,coke_semi_coke,AUS,X,25000000.0,8,25000000.0,16508587.886
2023,HS,2704,coke_semi_coke,JPN,M,74988185.704,8,74988185.704,32448258.202
2024,HS,2704,coke_semi_coke,AUS,X,69190000.0,8,69190000.0,32202892.458
2024,HS,2704,coke_semi_coke,JPN,M,45026000.0,8,45026000.0,21015310.755
1988,HS,2601,iron_ore,AUS,X,42025979757.0,8,42025979757.0,604790103.0
1988,HS,2601,iron_ore,JPN,M,52415696000.0,8,52415696000.0,1120201508.0
1989,HS,2601,iron_ore,AUS,X,57076028444.0,8,57076028444.0,877066996.0
1989,HS,2601,iron_ore,JPN,M,56275433000.0,8,56275433000.0,1267229456.0
1990,HS,2601,iron_ore,AUS,X,53736644222.0,8,53736644222.0,946559332.0
1990,HS,2601,iron_ore,JPN,M,53852628000.0,8,53852628000.0,1321585315.0
1991,HS,2601,iron_ore,AUS,X,59814321125.0,8,59814321125.0,1166999831.0
1991,HS,2601,iron_ore,JPN,M,58353791000.0,8,58353791000.0,1526146102.0
1992,HS,2601,iron_ore,AUS,X,53018146937.0,8,53018146937.0,1001957375.0
1992,HS,2601,iron_ore,JPN,M,,-1,52068811000.0,1315328421.0
1993,HS,2601,iron_ore,AUS,X,54894792937.0,8,54894792937.0,942839214.0
1993,HS,2601,iron_ore,JPN,M,53473124000.0,8,53473124000.0,1272555075.0
1994,HS,2601,iron_ore,AUS,X,57875443500.0,8,57875443500.0,892439398.0
1994,HS,2601,iron_ore,JPN,M,55409205000.0,8,55409205000.0,1229349789.0
1995,HS,2601,iron_ore,AUS,X,60869257562.0,8,60869257562.0,961018428.0
1995,HS,2601,iron_ore,JPN,M,58727456000.0,8,58727456000.0,1356339797.0
1996,HS,2601,iron_ore,AUS,X,61334802500.0,8,61334802500.0,1026974431.0
1996,HS,2601,iron_ore,JPN,M,59527894000.0,8,59527894000.0,1383402857.0
1997,HS,2601,iron_ore,AUS,X,68271281625.0,8,68271281625.0,1174743533.0
1997,HS,2601,iron_ore,JPN,M,65016123000.0,8,65016123000.0,1496951444.0
