country,year,indicator_code,indicator_name,value
JPN,2007,NY.GDP.MKTP.CD,gdp_current_usd,4579750920354.81
JPN,2008,NY.GDP.MKTP.CD,gdp_current_usd,5106679115127.3
JPN,2009,NY.GDP.MKTP.CD,gdp_current_usd,5289493117993.89
JPN,2010,NY.GDP.MKTP.CD,gdp_current_usd,5759071769013.11
JPN,2011,NY.GDP.MKTP.CD,gdp_current_usd,6233147172341.35
JPN,2012,NY.GDP.MKTP.CD,gdp_current_usd,6272362996105.03
JPN,2013,NY.GDP.MKTP.CD,gdp_current_usd,5212328181166.18
JPN,2014,NY.GDP.MKTP.CD,gdp_current_usd,4896994405353.29
JPN,2015,NY.GDP.MKTP.CD,gdp_current_usd,4444930651964.18
JPN,2016,NY.GDP.MKTP.CD,gdp_current_usd,5003677627544.24
JPN,2017,NY.GDP.MKTP.CD,gdp_current_usd,4930837369151.42
JPN,2018,NY.GDP.MKTP.CD,gdp_current_usd,5040880939324.86
JPN,2019,NY.GDP.MKTP.CD,gdp_current_usd,5117993853016.51
JPN,2020,NY.GDP.MKTP.CD,gdp_current_usd,5054068005376.28
JPN,2021,NY.GDP.MKTP.CD,gdp_current_usd,5039148168861.22
JPN,2022,NY.GDP.MKTP.CD,gdp_current_usd,4262463317796.53
JPN,2023,NY.GDP.MKTP.CD,gdp_current_usd,4213167237905.83
JPN,2024,NY.GDP.MKTP.CD,gdp_current_usd,4027597523550.58
JPN,1960,NY.GDP.MKTP.KD,gdp_constant_2015_usd,595545661031.155
JPN,1961,NY.GDP.MKTP.KD,gdp_constant_2015_usd,667270419543.776
JPN,1962,NY.GDP.MKTP.KD,gdp_constant_2015_usd,726717361028.429
JPN,1963,NY.GDP.MKTP.KD,gdp_constant_2015_usd,788296791335.656
JPN,1964,NY.GDP.MKTP.KD,gdp_constant_2015_usd,880343907381.489
JPN,1965,NY.GDP.MKTP.KD,gdp_constant_2015_usd,931577351068.687
JPN,1966,NY.GDP.MKTP.KD,gdp_constant_2015_usd,1030683781033.35
JPN,1967,NY.GDP.MKTP.KD,gdp_constant_2015_usd,1144905624564.99
JPN,1968,NY.GDP.MKTP.KD,gdp_constant_2015_usd,1292397726863.45
JPN,1969,NY.GDP.MKTP.KD,gdp_constant_2015_usd,1453661751929.24
JPN,1970,NY.GDP.MKTP.KD,gdp_constant_2015_usd,1459462598521.52
JPN,1971,NY.GDP.MKTP.KD,gdp_constant_2015_usd,1528042629882.78
JPN,1972,NY.GDP.MKTP.KD,gdp_constant_2015_usd,1656605218634.67
JPN,1973,NY.GDP.MKTP.KD,gdp_constant_2015_usd,1789673689005.64
JPN,1974,NY.GDP.MKTP.KD,gdp_constant_2015_usd,1767745894179.63
JPN,1975,NY.GDP.MKTP.KD,gdp_constant_2015_usd,1822397100508.49
JPN,1976,NY.GDP.MKTP.KD,gdp_constant_2015_usd,1894837095325.15
JPN,1977,NY.GDP.MKTP.KD,gdp_constant_2015_usd,1978026847418.67
JPN,1978,NY.GDP.MKTP.KD,gdp_constant_2015_usd,2082307265730.27
JPN,1979,NY.GDP.MKTP.KD,gdp_constant_2015_usd,2196501867256.99
JPN,1980,NY.GDP.MKTP.KD,gdp_constant_2015_usd,2258390310743.42
JPN,1981,NY.GDP.MKTP.KD,gdp_constant_2015_usd,2354611841484.43
JPN,1982,NY.GDP.MKTP.KD,gdp_constant_2015_usd,2431837052476.44
JPN,1983,NY.GDP.MKTP.KD,gdp_constant_2015_usd,2520117566447.53
JPN,1984,NY.GDP.MKTP.KD,gdp_constant_2015_usd,2631276932032.13
JPN,1985,NY.GDP.MKTP.KD,gdp_constant_2015_usd,2767045767160.48
JPN,1986,NY.GDP.MKTP.KD,gdp_constant_2015_usd,2858193572217.93
JPN,1987,NY.GDP.MKTP.KD,gdp_constant_2015_usd,2991067029860.74
JPN,1988,NY.GDP.MKTP.KD,gdp_constant_2015_usd,3190321043522.53
JPN,1989,NY.GDP.MKTP.KD,gdp_constant_2015_usd,3347469412117.91
JPN,1990,NY.GDP.MKTP.KD,gdp_constant_2015_usd,3509518031563.1
JPN,1991,NY.GDP.MKTP.KD,gdp_constant_2015_usd,3633170889060.57
JPN,1992,NY.GDP.MKTP.KD,gdp_constant_2015_usd,3665890719857.33
JPN,1993,NY.GDP.MKTP.KD,gdp_constant_2015_usd,3649056226895.55
JPN,1994,NY.GDP.MKTP.KD,gdp_constant_2015_usd,3688589488079.23
JPN,1995,NY.GDP.MKTP.KD,gdp_constant_2015_usd,3785636263361.93
JPN,1996,NY.GDP.MKTP.KD,gdp_constant_2015_usd,3904273220109.61
JPN,1997,NY.GDP.MKTP.KD,gdp_constant_2015_usd,3942583070732.46
JPN,1998,NY.GDP.MKTP.KD,gdp_constant_2015_usd,3892499235707.61
JPN,1999,NY.GDP.MKTP.KD,gdp_constant_2015_usd,3879501014656.82
JPN,2000,NY.GDP.MKTP.KD,gdp_constant_2015_usd,3986755544463.82
JPN,2001,NY.GDP.MKTP.KD,gdp_constant_2015_usd,4002148544212.9
JPN,2002,NY.GDP.MKTP.KD,gdp_constant_2015_usd,4003827945767.2
JPN,2003,NY.GDP.MKTP.KD,gdp_constant_2015_usd,4065291729517.45
JPN,2004,NY.GDP.MKTP.KD,gdp_constant_2015_usd,4154163710039.3
JPN,2005,NY.GDP.MKTP.KD,gdp_constant_2015_usd,4229100705435.58
JPN,2006,NY.GDP.MKTP.KD,gdp_constant_2015_usd,4287138774362.24
JPN,2007,NY.GDP.MKTP.KD,gdp_constant_2015_usd,4350758602405.54
JPN,2008,NY.GDP.MKTP.KD,gdp_constant_2015_usd,4297492743392.88
JPN,2009,NY.GDP.MKTP.KD,gdp_constant_2015_usd,4052826324003.77
JPN,2010,NY.GDP.MKTP.KD,gdp_constant_2015_usd,4218907820178.57
JPN,2011,NY.GDP.MKTP.KD,gdp_constant_2015_usd,4219912322040.1
JPN,2012,NY.GDP.MKTP.KD,gdp_constant_2015_usd,4277925608846.49
JPN,2013,NY.GDP.MKTP.KD,gdp_constant_2015_usd,4363702302793.37
JPN,2014,NY.GDP.MKTP.KD,gdp_constant_2015_usd,4376627829634.98
JPN,2015,NY.GDP.MKTP.KD,gdp_constant_2015_usd,4444930651964.18
JPN,2016,NY.GDP.MKTP.KD,gdp_constant_2015_usd,4478437728050.46
JPN,2017,NY.GDP.MKTP.KD,gdp_constant_2015_usd,4553466417290.11
JPN,2018,NY.GDP.MKTP.KD,gdp_constant_2015_usd,4582763011478.55
JPN,2019,NY.GDP.MKTP.KD,gdp_constant_2015_usd,4564332550096.38
JPN,2020,NY.GDP.MKTP.KD,gdp_constant_2015_usd,4374056271824.01
JPN,2021,NY.GDP.MKTP.KD,gdp_constant_2015_usd,4492005937826.88
JPN,2022,NY.GDP.MKTP.KD,gdp_constant_2015_usd,4534320578755.85
JPN,2023,NY.GDP.MKTP.KD,gdp_constant_2015_usd,4601203385713.7
JPN,2024,NY.GDP.MKTP.KD,gdp_constant_2015_usd,4606002855955.13
