project,commodity,year,first_export_year,years_since_first_export,equity_initial,equity_current,nameplate_mtpa,japanese_equity_pct,japanese_equity_change_flag,mtpa_production,japan_share_of_output_pct,first_jsm_spa_year,has_spa_through_2010,has_japanese_spa,spa_age_years,coal_australian_usd_per_mt,iron_ore_cfr_spot_usd_per_dmtu,lng_japan_usd_per_mmbtu,jpy_per_aud
Saraji (CQCA/BMA),coking_coal,1978,1974,4,15,50,5.0,15,0,,,1974,1,1,4.0,29.05865740741,21.45,3.03608084204,240.8738497381832
Saraji (CQCA/BMA),coking_coal,1979,1974,5,15,50,5.0,15,0,,,1974,1,1,5.0,30.89,23.5,3.69242291557,244.9474377505246
Saraji (CQCA/BMA),coking_coal,1980,1974,6,15,50,5.0,15,0,,,1974,1,1,6.0,40.14083333333,28.09,5.69622732832,258.1751170889136
Saraji (CQCA/BMA),coking_coal,1981,1974,7,15,50,5.0,15,0,,,1974,1,1,7.0,53.62,28.09,6.03034143534,253.4269567644115
Saraji (CQCA/BMA),coking_coal,1982,1974,8,15,50,5.0,15,0,,,1974,1,1,8.0,54.7675,32.5,6.05162239889,252.64839944956657
Saraji (CQCA/BMA),coking_coal,1983,1974,9,15,50,5.0,15,0,,,1974,1,1,9.0,38.1875,29.0,5.54581574773,213.9715831267073
Saraji (CQCA/BMA),coking_coal,1984,1974,10,15,50,5.0,15,0,,,1974,1,1,10.0,30.95833333333,26.15,5.23768078193,208.4409873073626
Saraji (CQCA/BMA),coking_coal,1985,1974,11,15,50,5.0,15,0,,,1974,1,1,11.0,33.75,26.56,5.23,166.58751753169312
Saraji (CQCA/BMA),coking_coal,1986,1974,12,15,50,5.0,15,0,,,1974,1,1,12.0,31.125,26.26,4.1,112.64889268558773
Saraji (CQCA/BMA),coking_coal,1987,1974,13,15,50,5.0,15,0,,,1974,1,1,13.0,27.5,25.3,3.35,101.27399907574674
Saraji (CQCA/BMA),coking_coal,1988,1974,14,15,50,5.0,15,0,,,1974,1,1,14.0,34.875,24.3,3.34,100.12566004075865
Saraji (CQCA/BMA),coking_coal,1989,1974,15,15,50,5.0,15,0,,,1974,1,1,15.0,38.0,27.83,3.28,109.09756470442484
Saraji (CQCA/BMA),coking_coal,1990,1974,16,15,50,5.0,15,0,,,1974,1,1,16.0,39.66666666667,32.5,3.64,113.02583544313649
Saraji (CQCA/BMA),coking_coal,1991,1974,17,15,50,5.0,15,0,,,1974,1,1,17.0,39.66666666667,34.76,3.99,104.93168807412157
Saraji (CQCA/BMA),coking_coal,1992,1974,18,15,50,5.0,15,0,,,1974,1,1,18.0,38.5625,33.1,3.59511258333,93.0132474243839
Saraji (CQCA/BMA),coking_coal,1993,1974,19,15,50,5.0,15,0,,,1974,1,1,19.0,31.33333333333,29.09,3.50659875,75.61594619283333
Saraji (CQCA/BMA),coking_coal,1994,1974,20,15,50,5.0,15,0,,,1974,1,1,20.0,32.3,26.47,3.18,74.72691907212626
Saraji (CQCA/BMA),coking_coal,1995,1974,21,15,50,5.0,15,0,,,1974,1,1,21.0,39.37166666667,28.38,3.44916666667,69.72373101957639
Saraji (CQCA/BMA),coking_coal,1996,1974,22,15,50,5.0,15,0,,,1974,1,1,22.0,38.07416666667,30.0,3.6675,85.1257359289861
Saraji (CQCA/BMA),coking_coal,1997,1974,23,15,50,5.0,15,0,,,1974,1,1,23.0,35.09916666667,30.15,3.90833333333,89.79713406759785
Saraji (CQCA/BMA),coking_coal,1998,1974,24,15,50,5.0,15,0,,,1974,1,1,24.0,29.23083333333,31.0,3.01916666667,82.23581521039262
Saraji (CQCA/BMA),coking_coal,1999,1974,25,15,50,5.0,15,0,,,1974,1,1,25.0,25.89166666667,27.59,3.1375,73.49063195586955
Saraji (CQCA/BMA),coking_coal,2000,1974,26,15,50,5.0,15,0,,,1974,1,1,26.0,26.25,28.79,4.7125,62.47903074318547
Saraji (CQCA/BMA),coking_coal,2001,1974,27,15,50,5.0,50,1,,,1974,1,1,27.0,32.3125,30.03,4.63416666667,62.85625122029748
Saraji (CQCA/BMA),coking_coal,2002,1974,28,15,50,5.0,50,0,,,1974,1,1,28.0,25.309375,29.31,4.28166666667,68.12483638380495
Saraji (CQCA/BMA),coking_coal,2003,1974,29,15,50,5.0,50,0,,,1974,1,1,29.0,26.090625,31.95,4.73083333333,75.18801414043264
Saraji (CQCA/BMA),coking_coal,2004,1974,30,15,50,5.0,50,0,,,1974,1,1,30.0,52.94791666667,37.9,5.1275,79.56783985811168
Saraji (CQCA/BMA),coking_coal,2005,1974,31,15,50,5.0,50,0,,,1974,1,1,31.0,47.62090277778,65.0,5.99,84.16987872987151
Saraji (CQCA/BMA),coking_coal,2006,1974,32,15,50,5.0,50,0,,,1974,1,1,32.0,49.08958333333,69.33333333333,7.075,87.57653437924084
Saraji (CQCA/BMA),coking_coal,2007,1974,33,15,50,5.0,50,0,,,1974,1,1,33.0,65.733125,122.9875,7.68333333333,98.53254021548231
Saraji (CQCA/BMA),coking_coal,2008,1974,34,15,50,5.0,50,0,,,1974,1,1,34.0,127.10416666667,155.99333333333,12.52666666667,86.69801411275519
Saraji (CQCA/BMA),coking_coal,2009,1974,35,15,50,5.0,50,0,,,1974,1,1,35.0,71.84416666667,79.97916666667,8.93583333333,72.97684112597862
Saraji (CQCA/BMA),coking_coal,2010,1974,36,15,50,5.0,50,0,,,1974,1,1,36.0,98.96604166667,145.86318542569,10.84833333333,80.5202138734196
Ulan,thermal_coal,1986,1986,0,10,0,5.0,10,0,5.0,,1986,1,1,0.0,31.125,26.26,4.1,112.64889268558773
Ulan,thermal_coal,1987,1986,1,10,0,5.0,10,0,,,1986,1,1,1.0,27.5,25.3,3.35,101.27399907574674
Ulan,thermal_coal,1988,1986,2,10,0,5.0,10,0,,,1986,1,1,2.0,34.875,24.3,3.34,100.12566004075865
Ulan,thermal_coal,1989,1986,3,10,0,5.0,10,0,,,1986,1,1,3.0,38.0,27.83,3.28,109.09756470442484
Ulan,thermal_coal,1990,1986,4,10,0,5.0,10,0,,,1986,1,1,4.0,39.66666666667,32.5,3.64,113.02583544313649
Ulan,thermal_coal,1991,1986,5,10,0,5.0,10,0,,,1986,1,1,5.0,39.66666666667,34.76,3.99,104.93168807412157
Ulan,thermal_coal,1992,1986,6,10,0,5.0,10,0,,,1986,1,1,6.0,38.5625,33.1,3.59511258333,93.0132474243839
Ulan,thermal_coal,1993,1986,7,10,0,5.0,10,0,,,1986,1,1,7.0,31.33333333333,29.09,3.50659875,75.61594619283333
Ulan,thermal_coal,1994,1986,8,10,0,5.0,10,0,,,1986,1,1,8.0,32.3,26.47,3.18,74.72691907212626
Ulan,thermal_coal,1995,1986,9,10,0,5.0,10,0,,,1986,1,1,9.0,39.37166666667,28.38,3.44916666667,69.72373101957639
Ulan,thermal_coal,1996,1986,10,10,0,5.0,10,0,,,1986,1,1,10.0,38.07416666667,30.0,3.6675,85.1257359289861
Ulan,thermal_coal,1997,1986,11,10,0,5.0,10,0,,,1986,1,1,11.0,35.09916666667,30.15,3.90833333333,89.79713406759785
Ulan,thermal_coal,1998,1986,12,10,0,5.0,10,0,,,1986,1,1,12.0,29.23083333333,31.0,3.01916666667,82.23581521039262
Ulan,thermal_coal,1999,1986,13,10,0,5.0,10,0,,,1986,1,1,13.0,25.89166666667,27.59,3.1375,73.49063195586955
Ulan,thermal_coal,2000,1986,14,10,0,5.0,10,0,,,1986,1,1,14.0,26.25,28.79,4.7125,62.47903074318547
Ulan,thermal_coal,2001,1986,15,10,0,5.0,10,0,,,1986,1,1,15.0,32.3125,30.03,4.63416666667,62.85625122029748
Ulan,thermal_coal,2002,1986,16,10,0,5.0,10,0,,,1986,1,1,16.0,25.309375,29.31,4.28166666667,68.12483638380495
Ulan,thermal_coal,2003,1986,17,10,0,5.0,10,0,,,1986,1,1,17.0,26.090625,31.95,4.73083333333,75.18801414043264
Ulan,thermal_coal,2004,1986,18,10,0,5.0,10,0,,,1986,1,1,18.0,52.94791666667,37.9,5.1275,79.56783985811168
Ulan,thermal_coal,2005,1986,19,10,0,5.0,10,0,,,1986,1,1,19.0,47.62090277778,65.0,5.99,84.16987872987151
Ulan,thermal_coal,2006,1986,20,10,0,5.0,10,0,,,1986,1,1,20.0,49.08958333333,69.33333333333,7.075,87.57653437924084
Ulan,thermal_coal,2007,1986,21,10,0,5.0,10,0,,,1986,1,1,21.0,65.733125,122.9875,7.68333333333,98.53254021548231
Ulan,thermal_coal,2008,1986,22,10,0,5.0,10,0,,,1986,1,1,22.0,127.10416666667,155.99333333333,12.52666666667,86.69801411275519
Ulan,thermal_coal,2009,1986,23,10,0,5.0,10,0,,,1986,1,1,23.0,71.84416666667,79.97916666667,8.93583333333,72.97684112597862
Ulan,thermal_coal,2010,1986,24,10,0,5.0,10,0,,,1986,1,1,24.0,98.96604166667,145.86318542569,10.84833333333,80.5202138734196
