partner_iso,partner_m49,year,value_usd,net_weight_kg,commodity,classification,hs_or_sitc_code,japan_total_value_usd,japan_total_net_weight_kg,value_share_of_japan_total,weight_share_of_japan_total,country,first_spa_signed_year,first_cargo_year,treatment_cohort,treated_t,event_time,post
QAT,634,1983,107349184,366955008.0,gas_natural_manufactured,S1,341,8331571712,29679878144.0,0.012884625819805942,0.012363763968963012,Qatar,1992.0,1997.0,1997.0,0,-14.0,0.0
QAT,634,1984,111844512,425220992.0,gas_natural_manufactured,S1,341,9529320448,37250805760.0,0.011736882247828465,0.011415081723053713,Qatar,1992.0,1997.0,1997.0,0,-13.0,0.0
QAT,634,1985,108837976,444472000.0,gas_natural_manufactured,S1,341,10006052864,39311142912.0,0.010877213770434864,0.011306514313129314,Qatar,1992.0,1997.0,1997.0,0,-12.0,0.0
QAT,634,1986,76125760,402296000.0,gas_natural_manufactured,S1,341,7843266048,40266813440.0,0.009705875018661613,0.009990758285341985,Qatar,1992.0,1997.0,1997.0,0,-11.0,0.0
QAT,634,1987,81654527,497294000.0,gas_natural_manufactured,S1,341,7021780799,41777108865.0,0.011628749079098104,0.011903504419297493,Qatar,1992.0,1997.0,1997.0,0,-10.0,0.0
QAT,634,1988,79796310,502833000.0,natural_gas_lng_gaseous,HS,2711,5171219963,31032076000.0,0.015430848150135052,0.016203653277982434,Qatar,1992.0,1997.0,1997.0,0,-9.0,0.0
QAT,634,1989,62411616,480134000.0,natural_gas_lng_gaseous,HS,2711,5450526322,32358002000.0,0.011450566846744236,0.014838184384808432,Qatar,1992.0,1997.0,1997.0,0,-8.0,0.0
QAT,634,1990,79607748,455228000.0,natural_gas_lng_gaseous,HS,2711,6658243753,35465422000.0,0.011956268192213779,0.012835826400148291,Qatar,1992.0,1997.0,1997.0,0,-7.0,0.0
QAT,634,1991,111524978,581242000.0,natural_gas_lng_gaseous,HS,2711,7730070744,37515432000.0,0.01442742009658379,0.015493410818246742,Qatar,1992.0,1997.0,1997.0,0,-6.0,0.0
QAT,634,1992,158262851,844651000.0,natural_gas_lng_gaseous,HS,2711,7295753918,39047033000.0,0.021692460132123663,0.021631630756682587,Qatar,1992.0,1997.0,1997.0,0,-5.0,0.0
QAT,634,1993,130281464,769257000.0,natural_gas_lng_gaseous,HS,2711,7159641343,39290106000.0,0.01819664669758584,0.019578898565455638,Qatar,1992.0,1997.0,1997.0,0,-4.0,0.0
QAT,634,1994,105417571,637439000.0,natural_gas_lng_gaseous,HS,2711,6930692805,42078069000.0,0.015210250110053752,0.015148960376484957,Qatar,1992.0,1997.0,1997.0,0,-3.0,0.0
QAT,634,1995,155252316,697517000.0,natural_gas_lng_gaseous,HS,2711,7674742415,42906301000.0,0.020228993704930746,0.016256749795327263,Qatar,1992.0,1997.0,1997.0,0,-2.0,0.0
QAT,634,1996,171306265,759006000.0,natural_gas_lng_gaseous,HS,2711,8640698512,45877492000.0,0.019825511185478102,0.016544191212544922,Qatar,1992.0,1997.0,1997.0,0,-1.0,0.0
QAT,634,1997,396456520,1960394000.0,lng_liquefied,HS,271111,9559349265,47656138000.0,0.04147317029743447,0.04113623307033398,Qatar,1992.0,1997.0,1997.0,1,0.0,1.0
QAT,634,1998,465251917,2823070000.0,lng_liquefied,HS,271111,7778983124,49133038000.0,0.05980883485459532,0.05745767237108359,Qatar,1992.0,1997.0,1997.0,1,1.0,1.0
QAT,634,1999,746266808,4696446000.0,lng_liquefied,HS,271111,8370088836,51723937000.0,0.08915876792015448,0.09079830872116328,Qatar,1992.0,1997.0,1997.0,1,2.0,1.0
QAT,634,2000,1413017440,5832591000.0,lng_liquefied,HS,271111,13036332721,53689778000.0,0.1083907161807703,0.10863503663583783,Qatar,1992.0,1997.0,1997.0,1,3.0,1.0
QAT,634,2001,1527278277,6438101000.0,lng_liquefied,HS,271111,13125923023,55149302000.0,0.11635587640761072,0.11673948294032806,Qatar,1992.0,1997.0,1997.0,1,4.0,1.0
QAT,634,2002,1385173317,6247552000.0,lng_liquefied,HS,271111,11928577916,53877618000.0,0.11612225084618377,0.11595820735801646,Qatar,1992.0,1997.0,1997.0,1,5.0,1.0
QAT,634,2003,1643581363,6727164000.0,lng_liquefied,HS,271111,14654279642,59129097000.0,0.11215709015743103,0.11377078868632139,Qatar,1992.0,1997.0,1997.0,1,6.0,1.0
QAT,634,2004,1772670398,6822730000.0,lng_liquefied,HS,271111,15260605239,56970663000.0,0.11615990127768745,0.11975865543288482,Qatar,1992.0,1997.0,1997.0,1,7.0,1.0
QAT,634,2005,1922108810,6330545152.0,lng_liquefied,HS,271111,17983765485,58013769888.0,0.10688021991852614,0.10912142348655499,Qatar,1992.0,1997.0,1997.0,1,8.0,1.0
QAT,634,2006,2946825361,7483083776.0,lng_liquefied,HS,271111,22867648348,62189251408.0,0.12886438151204685,0.12032760656510136,Qatar,1992.0,1997.0,1997.0,1,9.0,1.0
QAT,634,2007,3442455063,8172318208.0,lng_liquefied,HS,271111,26717508790,66816304256.0,0.12884640892449015,0.12231023997808348,Qatar,1992.0,1997.0,1997.0,1,10.0,1.0
QAT,634,2008,5678542703,8202595840.0,lng_liquefied,HS,271111,44933145940,69262732128.0,0.12637759017769767,0.11842726366671921,Qatar,1992.0,1997.0,1997.0,1,11.0,1.0
QAT,634,2009,4392953125,7734094848.0,lng_liquefied,HS,271111,30303231706,64552348336.0,0.14496648963450987,0.11981120822659207,Qatar,1992.0,1997.0,1997.0,1,12.0,1.0
QAT,634,2010,4916114093,7631548928.0,lng_liquefied,HS,271111,39655537391,70007809336.0,0.12397043178428176,0.1090099661792394,Qatar,1992.0,1997.0,1997.0,1,13.0,1.0
RUS,643,2009,953818012,2772390912.0,lng_liquefied,HS,271111,30303231706,64552348336.0,0.031475785198551785,0.04294794819189984,,,,,0,,
RUS,643,2010,2644764102,6030729216.0,lng_liquefied,HS,271111,39655537391,70007809336.0,0.06669343743656443,0.08614366415974722,,,,,0,,
