Agencies,ProjID,ProjName,PrimTech,Lat,Long
ARENA,2013/RAR005,Coober Pedy Renewable Diesel Hybrid,Hybrid,-29.019429,134.769263
ARENA,2013/RAR012,Barcaldine 25MW(DC) Remote Community Solar Project,Large-scale solar,-23.552032,145.326105
ARENA,2013/RAR034,Karratha Airport Solar Project,Large-scale solar,-20.706288,116.773562
ARENA,2013/RAR044,DeGrussa Solar PV & Storage Project,Solar PV,-25.551232,119.315476
ARENA,2013/RAR052,Normanton Solar Farm,Large-scale solar,-17.700551,141.087087
ARENA,2013/RAR061,Yulara 1.8MW Dispersed Solar PV Project,Solar PV,-25.241438,130.986002
ARENA,2013/SHA001,"Australian involvement in the IEA PV Power Systems, and solar heating and cooling implementing agreements",Solar PV,-33.910275,151.22337
ARENA,2014/ASC001,Gullen Range Solar Farm - co-located with Gullen Range Wind Farm,Large-scale solar,-34.605567,149.462641
ARENA,2014/ASC004,"30MW Concentrating Solar Thermal power plant with thermal energy storage, Jemalong NSW",Solar Thermal,-33.388032,147.670332
ARENA,2014/ERP056,Alkimos Beach Energy Storage Project,Enabling,-31.622827,115.676959
ARENA,2014/ERP058,Redeployable Solar First Deployment,Hybrid,-26.244949,149.551579
ARENA,2014/ERP065,Towards an Australian capability in arrays of ocean wave-power machines,Marine,-37.822195,145.037707
ARENA,2014/ERP066,A Commercially Viable Application of Electricity Storage for Australia?ö?ç?ûs National Electricity Grid.,Enabling,-35.332658,149.170805
ARENA,2014/ERP068,Energy Storage for Commercial Renewable Integration - South Australia,Enabling,-29.628324,135.471188
ARENA,2014/ERP069,Asia-Pacific Solar Research Conference 2014,Solar PV,-33.910275,151.22337
ARENA,2014/ERP070,Australian Renewable Energy Mapping Infrastructure (AREMI),Enabling,-33.885842,151.200362
ARENA,2014/ERP071,Mapping Potential Network Opportunities for Renewable Energy & DM,Enabling,-33.883523,151.198904
ARENA,2014/ERP072,Establish the SERREE (South East Region of Renewable Energy Excellence) Industry Cluster,Enabling,-35.271897,149.129716
ARENA,2014/ERP077,Pathways to Prosperity in 2050: How Australia can thrive in a low carbon world (renewable energy components),Enabling,-37.81503,144.971586
ARENA,2014/ERP078,RayGen Concentrating Solar PV (CSVP) - Stage 3,Solar PV,-36.708807,143.960603
ARENA,2014/ERP081,Testing the performance of lithium-ion batteries,Battery Storage,-35.248587,149.097521
ARENA,2014/ERP082,Future-Proofing In Australia's Electricity Distribution Industry - Stage 2,Enabling,-37.810726,144.970248
ARENA,2014/ERP083,Establishing the Australian Energy Storage Knowledge Bank,Enabling,-34.911473,138.572471
ARENA,2014/ERP102,Clean Energy Australia - Annual Renewable Energy Industry Analysis,Enabling,-37.810726,144.970248
ARENA,2014/ERP104,AIRAH PUSCH Australia - Promoting the Use of Solar Cooling and Heating in Australia,Solar Thermal,-32.884623,151.728348
ARENA,2014/ERP108,Toolkit for Renewable Energy Financing,Enabling,-37.81344,144.972472
ARENA,2014/ERP119,Pilot a commercial and operational model for integrating solar and storage to provide energy services to residential customers.,Enabling,-19.257315,146.816301
ARENA,2014/ERP120,Facilitating Local Network Charges and Virtual Net Metering,Enabling,-33.883523,151.198904
ARENA,2014/RND003,Advanced Surface and Contact Technologies for Industrial Silicon Photovoltaics,Solar PV,-35.274441,149.120405
ARENA,2014/RND005,High-temperature solar thermal energy storage via manganese-oxide based redox cycling,Solar Thermal,-35.274441,149.120405
ARENA,2014/RND008,PV Modules for The Australian Environment (PV-MATE),Solar PV,-35.274441,149.120405
ARENA,2014/RND009,"Eliminating material quality barriers to low cost, very high efficiency silicon solar cells and modules",Solar PV,-35.274441,149.120405
ARENA,2014/RND010,Bladed Receivers with Active Airflow Control,Solar Thermal,-35.274441,149.120405
ARENA,2014/RND020,Novel Concepts for Low Cost Small Heliostats in Remote Installations,Solar Thermal,-32.884541,151.728686
ARENA,2014/RND032,Virtual Power Station 2,Enabling,-28.025585,152.656099
ARENA,2014/RND068,Towards Ultimate Performance Commercial Silicon Solar Cells,Solar PV,-33.910275,151.22337
ARENA,2014/RND075,High-Efficiency Silicon/Perovskite Tandem Cells and Modules: Demonstration and Commercial Evaluation,Solar PV,-33.910275,151.22337
ARENA,2014/RND097,Advanced Recombination-based Loss Analysis Methods for Silicon Wafer and Silicon Solar Cells,Solar PV,-33.910275,151.22337
ARENA,2014/RND106,Develop lithium-sulfur batteries for large-scale electrical energy storage,Battery Storage,-33.882676,151.201116
ARENA,2015/ARP003,Adapting Renewal Energy Concepts to Irrigated Sugarcane Production at Bundaberg,Enabling,-24.865042,152.354183
ARENA,2015/ARP006,New England Renewable Hub (Feasibility Study),Enabling,-30.453268,151.282306
ARENA,2015/ARP007,Garden Island Microgrid Project,Marine,-32.241153,115.682045
ARENA,2015/ARP008,Project Fulfil,Enabling,-33.863913,151.203831
ARENA,2015/ARP010,Solar Monitoring for Better Energy Outcomes for Residential Solar PV,Solar PV,-33.893322,151.205073
ARENA,2015/ARP012,Pilot Landfill Solar PV Project,Solar PV,-37.586755,145.046446
ARENA,2015/ARP013,Microbiogen Biocatalyst Optimisation & Deployment Project for efficient production of biofuels,Bioenergy,-33.80998,151.146207
ARENA,2015/ARP016,Kennedy Energy Park (KEP),Hybrid,-18.191589,145.9695
ARENA,2015/ARP017,Ethtec Cellulosic Ethanol Pilot Plant,Bioenergy,-18.860024,142.671841
ARENA,2015/ARP018,Expansion of the Environmental Upgrade Agreement (EUA) market in Victoria,Solar PV,-37.786761,145.121166
ARENA,2015/ERP008,Investment Case for the Pentland Integrated Biofuels Project,Bioenergy,-20.495588,145.87821
ARENA,2015/ERP016,AusPERM - Structural permeability mapping in Australia: De-risking geothermal exploration ahead of drilling,Geothermal,-34.919054,138.605412
ARENA,2015/ERP017,Specifying Guidelines for Assessing Perovskite Solar Cells,Solar PV,-32.884541,151.728686
ARENA,2015/ERP022,Delivering higher renewable penetration in new land and housing developments through off-grid microgrids,Enabling,-32.676689,151.353831
ARENA,2015/ERP025,"Feasibility and product design for inner city brown fields off-grid solar (called ""Here Comes The Sun"" HCS)",Solar PV,-37.773126,144.961413
ARENA,2015/ERP026,Cost of Energy Study for the Bombora Wave Energy Converter system,Marine,-31.993091,115.889717
ARENA,2015/ERP027,Perovskite Solar Cells: Establishing the Basis for Industrial Development,Solar PV,-35.34077,149.250448
ARENA,2015/ERP028,Project Rudolf (Measure) - Australian Biofuels from Australian Resources,Bioenergy,-23.81313,151.145743
ARENA,2015/ERP029,Feasibility study to validate the construction of a large-scale pumped storage hydroelectric energy storage facility at a remote disused mine site in Northern Queensland,Pumped Hydro Energy Storage (PHES),-18.860024,142.671841
ARENA,2015/ERP031,An Atlas of Pumped Hydro Energy Storage,Pumped Hydro Energy Storage (PHES),-35.274441,149.120405
ARENA,2015/ERP035,Australian Biomass for Bioenergy Assessment (ABBA),Bioenergy,-35.310963,149.133061
ARENA,2015/ERP037,Case Study and implementation of Solar Field Chilling and Heating Opportunities in a Hospital Environment,Enabling,-36.138388,144.748369
ARENA,2015/ERP038,Addressing barriers to efficient renewable integration,Enabling,-33.910275,151.22337
ARENA,2015/LSS005,Emu Downs Solar Farm Project,Large-scale solar,-30.469273,115.467914
ARENA,2015/LSS008,Longreach Solar Farm,Large-scale solar,-23.446608,144.365726
ARENA,2015/LSS011,Oakey Solar Farm,Large-scale solar,-27.404003,151.653065
ARENA,2015/LSS023,Kidston Solar Project,Large-scale solar,-18.88399,144.143676
ARENA,2015/LSS024,"White Rock Solar Farm, co-located with White Rock Wind Farm",Large-scale solar,-29.762777,151.555292
ARENA,2015/LSS041,Manildra Solar Farm,Large-scale solar,-33.176019,148.718326
ARENA,2015/LSS043,Griffith Solar Farm,Large-scale solar,-34.313585,146.11415
ARENA,2015/LSS044,Dubbo Solar Hub,Large-scale solar,-32.272902,148.649825
ARENA,2015/LSS045,Parkes Solar Farm,Large-scale solar,-33.112967,148.07637
ARENA,2015/LSS046,Darling Downs Solar Farm,Large-scale solar,-27.124472,150.895189
ARENA,2015/LSS061,Collinsville Solar PV Power Station Stage 1,Large-scale solar,-20.553048,147.84431
ARENA,2015/LSS074,Whitsunday Solar Farm,Large-scale solar,-20.468159,147.749312
ARENA,2015/RND003,A Robotic Vision System for Automatic Inspection and EvaluationÔö¼?íof Solar Plant Infrastructure,Solar PV,-35.274441,149.120405
ARENA,2015/RND005,Real-time Operational Distributed PV Simulations for Distribution Network Service Providers,Solar PV,-35.274441,149.120405
ARENA,2015/RND006,CONSORT: Consumer Energy Systems Providing Cost-Effective Grid Support,Enabling,-43.118177,147.311157
ARENA,2015/RND022,"White Gum Valley: Increasing the uptake of solar PV, using energy storage, monitoring and grid-connected micro-grids within strata",Enabling,-32.058131,115.772321
ARENA,2015/RND037,Integration of biogas from sugarcane residues in sugarcane transport and milling to reduce fossil fuel usage,Bioenergy,-27.476775,153.02816
ARENA,2015/RND054,Integrating Concentrating Solar Thermal Energy into the Bayer Alumina Process,Solar Thermal,-34.919054,138.605412
ARENA,2015/RND062,The Smart Sodium Storage System for Renewable Energy Storage,Battery Storage,-34.321001,150.867928
ARENA,2015/RND081,Maximising solar PV with phase change thermal energy storage,Enabling,-34.810967,138.620623
ARENA,2015/RND086,From single to multiple wave energy converters: Cost reduction through location and configuration optimisation,Marine,-31.979392,115.799436
ARENA,2016/ARP001,"Networks Renewed: Using innovative inverter and battery storage technologies to improve network power quality, reduce costs and support solar PV",Enabling,-33.882676,151.201116
ARENA,2016/ARP002,Tidal Turbine Reef Feasibility Study,Marine,-23.016137,121.364126
ARENA,2016/ARP008,Goulburn Bioenergy Project,Bioenergy,-34.786054,149.681463
ARENA,2016/ARP012,Narara Ecovillage smart grid,Hybrid,-33.391136,151.328085
ARENA,2016/ARP016,Peak Demand Reduction using Solar and Storage,Battery Storage,-37.891907,145.143102
ARENA,2016/ARP022,5MW Virtual Power Plant in South Australia (VPP-SA) Project,Enabling,-33.820587,151.184647
ARENA,2016/ARP033,From Plan to Action: Communicating pathways to deep decarbonisation through electric vehicles and renewable energy technologies,Enabling,-37.81504,144.971554
ARENA,2016/ARP034,NOJA Power Intelligent Switchgear Project,Enabling,-27.452209,153.102342
ARENA,2016/ARP037,Horizon Power Business Model Pilot Project - Phase 1 (Highgarden),Enabling,-20.73535,116.845804
ARENA,2016/ARP039,ElectraNet Energy Storage for Commercial Renewable Integration (ESCRI) Phase 2 (South Australia) - Deployment and Testing,Battery Storage,-34.945713,137.6644
ARENA,2016/ARP040,Mt Alexander Waste to Energy Feasibility Study,Bioenergy,-37.0777,144.194465
ARENA,2016/ARP041,"Feasibility study into dispatchable, cost effective power from forest and mill waste using the direct injection carbon engine (bioDICE)",Bioenergy,-37.285059,148.093594
ARENA,2016/ARP044,Feasibility Study into Mt Piper Hybrid W2E Project,Bioenergy,-33.350808,150.029833
ARENA,2016/ARP046,Distributed Energy Exchange (deX),Enabling,-38.268034,145.202515
ARENA,2016/ARP048,P2P-DLT: A virtual trial of peer-to-peer energy trading including an assessment of the applicability of distributed ledger technology,Enabling,-33.862541,151.207925
ARENA,2016/ARP050,Control and manage the moisture content of woody biomass to create certainty in the quality and supply for bioenergy,Bioenergy,-26.720072,153.070198
ARENA,2016/ARP055,Sea Box Container Roll Out Warehousing System - Photovoltaic (CROWS-PV),Solar PV,-35.326619,149.17166
ARENA,2016/ARP058,Tidal Energy in Australia ?ö?ç?? Assessing Resource and Feasibility to Australia?ö?ç?ûs Future Energy Mix,Marine,-42.913131,147.340109
ARENA,2016/ARP060,RayGen PV Ultra Series B Equity Investment Opportunity,Solar PV,-20.70871,116.766019
ARENA,2016/ARP063,The Enerverter (Project Aztec),Enabling,-32.896487,151.704364
ARENA,2016/ARP065,EnergyAustralia South Australian Pumped Hydro Energy Storage (PHES) Feasibility Study,Pumped Hydro Energy Storage (PHES),-32.494405,137.788572
ARENA,2016/ARP066,SunSHIFT Pre-Commercial Deployment,Solar PV,-18.860024,142.671841
ARENA,2016/ARP067,PV Penetration Project,Enabling,-27.471183,153.023771
ARENA,2017/ARP007,Power to Gas Demonstration,Hydrogen,-33.836585,151.208711
ARENA,2017/ARP009,Snowy Hydro Limited's Project 2.0 Feasibility Study,Pumped Hydro Energy Storage (PHES),-36.227936,149.135268
ARENA,2017/ARP011,Hornsdale Wind Farm Stage 2 (HWF2) FCAS Trial,Wind,-33.042569,138.52555
ARENA,2017/ARP012,Augmenting the Tasmanian Hydropower System ?ö?ç?? feasibility studies,Pumped Hydro Energy Storage (PHES),-42.090468,147.066033
ARENA,2017/ARP013,Open Source Grid Integration Model for the National Electricity Market,Enabling,-35.256599,149.115595
ARENA,2017/ARP061,Australian Energy Storage Council Research and Report,Battery Storage,-35.363346,149.09854
ARENA,2017/ARP062,UTS ISF Renewable Energy and Load Management (REALM) Stage 1 - Study,Enabling,-33.879844,151.197498
ARENA,2017/ARP063,"Tasmanian Pumped-Hydro Opportunities - Concept study of pumped-hydro opportunities in Tasmania, including conversion of existing hydro generators and new installations",Pumped Hydro Energy Storage (PHES),-42.883751,147.331697
ARENA,2017/ARP064,Intercast&Forge Demand Response SA,Enabling,-34.844548,138.573395
ARENA,2017/ARP065,Flow Power Demand Response NSW,Enabling,-37.812666,145.064732
ARENA,2017/ARP066,G.James Glass and Aluminium - a demonstration of medium-scale solar on industrial roof-tops can be effectively integrated into the distribution network,Solar PV,-27.376719,153.073354
ARENA,2017/ARP067,Musselroe Wind Farm FCAS Trial,Wind,-40.760955,148.036404
ARENA,2017/ARP068,United Energy Dynamic Voltage Management Demand Response (Product 2),Enabling,-37.891907,145.143102
ARENA,2017/ARP070,AGL Energy Application for Demand Response in NSW,Enabling,-33.862643,151.207977
ARENA,2017/ARP071,A Roadmap for Concentrated Solar Thermal (CST) Power Generation in Australia,Solar Thermal,-43.153095,146.866158
ARENA,2017/ARP073,Establishing an expanded role for Tasmania in the Future NEM as the ?ö?ç?úBattery of the Nation?ö?ç?ÿ,Pumped Hydro Energy Storage (PHES),-42.883751,147.331697
ARENA,2017/ARP074,MSM Milling Biomass Fuel Switch Project,Bioenergy,-33.186889,148.689538
ARENA,2017/ARP075,EnerNOC Demand Response NSW,Enabling,-37.799115,144.966908
ARENA,2017/ARP076,EnerNOC Demand Response VIC,Enabling,-37.816126,144.957872
ARENA,2017/ARP077,Energy Australia Demand Response NSW,Enabling,-37.799115,144.966908
ARENA,2017/ARP078,Energy Australia Demand Response VIC and SA,Enabling,-37.814778,144.962854
ARENA,2017/ARP079,Powershop Australia is developing a behavioural demand response program (Powershop DR Program) utilising a bespoke mobile app notification system directed to Victorian residential retail customers.,Enabling,-37.799115,144.966908
ARENA,2017/ARP080,Social Access Solar Gardens,Solar PV,-33.879844,151.197498
ARENA,2017/ARP081,Pooled Energy Demand Management and Modulation.,Enabling,-33.787723,151.201118
ARENA,2017/ARP082,Kidston Stage 2 Project,Pumped Hydro Energy Storage (PHES),-18.868118,144.154491
ARENA,2017/RND001,Accelerating industrial solar cells efficiency by development of plasma-enhanced chemical vapour deposition (PECVD) - based metal oxides,Solar PV,-33.910275,151.22337
ARENA,2017/RND002,Metallised Encapsulant for Silicon PV Modules: A Path to Reduced LCOE for PV,Solar PV,-33.910275,151.22337
ARENA,2017/RND003,Improving World-Record Commercial High-Efficiency n-type Solar Cells through Recombination Analysis and Innovative Passivation,Solar PV,-33.910275,151.22337
ARENA,2017/RND004,Hydrogenated bifacial PERL Silicon PV Cells with laser doping and plated contacts R&D Project,Solar PV,-33.910275,151.22337
ARENA,2017/RND005,Hydrogenated and Hybrid Heterojunction p-type Silicon PV Cells R&&D Project,Solar PV,-33.910275,151.22337
ARENA,2017/RND006,"Development of Beyond 20% Efficiency Kesterite (CZTSSe) Solar Cells: win the PV race with sustainable low-cost, low-toxic and stable materials.",Solar PV,-33.910275,151.22337
ARENA,2017/RND007,Advanced high-efficiency silicon solar cells employing innovative atomic scale engineered surface and contact passivation layers,Solar PV,-33.910275,151.22337
ARENA,2017/RND008,Next Generation Silicon sub-cells for high efficiency III-V/Si multi-junction solar cells,Solar PV,-33.910275,151.22337
ARENA,2017/RND009,Integrating industrial black silicon with high efficiency multicrystalline solar cells,Solar PV,-33.910275,151.22337
ARENA,2017/RND010,Development of novel hydrogen trapping techniques for breakthrough Si casting and wafering technologies,Solar PV,-33.910275,151.22337
ARENA,2017/RND011,Efficient Adamantine Thin-Film on Silicon Tandem Cells: The Next Step in Commercial Cell Evolution,Solar PV,-33.910275,151.22337
ARENA,2017/RND012,Manufacturing of Printed Perovskite PV Modules,Solar PV,-37.907634,145.133033
ARENA,2017/RND013,Developing a New Type of High Efficiency Building Integrated PV Cell R&D Project,Solar PV,-37.915956,145.138736
ARENA,2017/RND014,Bringing All-Polymer Solar Cells Closer to Commercialization,Solar PV,-37.915956,145.138736
ARENA,2017/RND015,Next Generation Industrial Bifacial Silicon Solar Cells,Solar PV,-35.275111,149.121036
ARENA,2017/RND016,Advanced Silicon Solar Cells by DESIJN (Deposited Silicon Junctions),Solar PV,-35.275111,149.121036
ARENA,2017/RND017,Driving Increased Efficiency and Reliability in Silicon Photovoltaics - from ingots to modules,Solar PV,-35.275111,149.121036
ARENA,2017/RND018,Monolithic perovskite ?ö?ç?? silicon Tandem Cells: Towards Commercial Reality,Solar PV,-35.275111,149.121036
ARENA,2017/RND019,Development of Stable Electrodes for Perovskite Solar Cells,Solar PV,-35.275111,149.121036
ARENA,2017/RND020,Tandem PV Micro Concentrator,Solar PV,-35.275111,149.121036
ARENA,2018/ARP001,Gannawarra Energy Storage System (GESS),Battery Storage,-35.735401,143.741262
ARENA,2018/ARP002,Simply Energy Virtual Power Plant (VPPX) Project,Solar PV,-37.799115,144.966908
ARENA,2018/ARP003,EJ004 Solar Rooftop Electricity Retailer,Solar PV,-37.826378,144.992948
ARENA,2018/ARP004,South Australian Regional Electric Vehicle Adoption Program,Enabling,-33.883006,151.159406
ARENA,2018/ARP005,Latrobe Valley Microgrid - Feasibility Assessment,Enabling,-28.410183,153.372733
ARENA,2018/ARP006,SOURCE Hydropanel Demonstration Project,Solar PV,-33.885842,151.200362
ARENA,2018/ARP007,PICAC Narre Warren - Net Zero Energy Facility,Geothermal,-38.026706,145.306667
ARENA,2018/ARP008,Jandakot Commercial Hybrid Energy H2 Microgrid (ATCO H2 Microgrid),Hydrogen,-32.11384,115.870271
ARENA,2018/ARP009,Ballarat Terminal Station Battery Energy Storage System (BESS).,Battery Storage,-37.846589,144.980282
ARENA,2018/ARP010,NSW Schools Energy Productivity Program (SEPP),Solar PV,-27.438944,153.030432
ARENA,2018/ARP011,Development of a Proposed Performance Standard for a Battery Storage System connected to a Domestic/Small Commercial Solar PV System,Battery Storage,-37.814288,144.940212
ARENA,2018/ARP012,Lake Bonney BESS,Battery Storage,-37.737835,140.387409
ARENA,2018/ARP013,Hardwood Residue Bio-refinery Feasibility Study,Bioenergy,-31.589167,152.725396
ARENA,2018/ARP014,Phase 2 of EnergyAustralia South Australian Pumped Hydro Energy Storage Project,Pumped Hydro Energy Storage (PHES),-32.937262,137.572023
ARENA,2018/ARP015,Hydro Tasmania: Repurposing the Tarraleah hydropower scheme for the future electricity market - Feasibility Study,Pumped Hydro Energy Storage (PHES),-42.090468,147.066033
ARENA,2018/ARP016,Middleback Ranges Pumped Hydro Energy Storage Project Pre-feasibility Study,Pumped Hydro Energy Storage (PHES),-32.998384,137.13841
ARENA,2018/ARP017,Indra Monash Smart Microgrid Project,DER Integration,-37.911103,145.134735
ARENA,2018/ARP018,Tasmanian and Victorian Second Bass Strait Interconnector Feasibility Study,Other,-42.8587,147.291034
ARENA,2018/ARP019,Solpod Solar PV Demonstration Project,Solar PV,-37.852254,144.972973
ARENA,2018/ARP020,Residential heat pump study,Geothermal,-33.730327,150.837166
ARENA,2018/ARP034,Climate Council Cities Power Partnership,Other,-37.799115,144.966908
ARENA,2018/ARP042,Shoalhaven Pumped Hydro Expansion Opportunity Feasibility Study,Pumped Hydro Energy Storage (PHES),-35.080833,150.496305
ARENA,2018/ARP070,Fulcrum3D CloudCAM Solar Forecasting for the NEM,Other,-18.887977,144.141667
ARENA,2018/ARP076,Business Renewables Centre Australia,Market data and information,-33.885153,151.19785
ARENA,2018/ARP082,BMS-Inverter Hybrid Project,Enabling,-37.828074,144.996186
ARENA,2018/ARP096,Demand Management for Replacement Needs,Demand Response (DR),-33.868851,151.209332
ARENA,2018/ARP104,"Mt Piper Energy Recovery Project, Financial Investment Decision Study",Bioenergy,-33.86441,151.208287
ARENA,2018/ARP110,Hydrostor Advanced Compressed Air Energy Storage South Australia Project,Other,-35.258902,138.889833
ARENA,2018/ARP125,Chargefox Electric Vehicle Charging Network Project,Enabling,-36.74334,145.591542
ARENA,2018/ARP126,Kwinana Waste to Energy,Bioenergy,-32.224376,115.775843
ARENA,2018/ARP127,Commercialisation of renewable crude oil production from wastewater treatment plant waste,Bioenergy,-23.809176,151.147208
ARENA,2018/ARP128,Accelerating the growth development of energy monitoring for solar households and small businesses.,Enabling,-33.893303,151.205083
ARENA,2018/ARP129,Powercor DER Hosting Capacity Study,DER Integration,-37.818503,144.96115
ARENA,2018/ARP130,Dynamic Limits DER Feasibility Study,DER Integration,-30.761155,152.719015
ARENA,2018/ARP131,CSIRO National Low-Voltage Feeder Taxonomy Study,DER Integration,-32.884623,151.728348
ARENA,2018/ARP132,Optimal DER Scheduling for Frequency Stability Study,DER Integration,-42.913131,147.340109
ARENA,2018/ARP133,Pricing and Integration of Distributed Energy Resources Study,DER Integration,-27.243762,153.108347
ARENA,2018/ARP134,ANU - Community Models for Deploying and Operating Distributed Energy Resources Study,DER Integration,-35.275111,149.121036
ARENA,2018/ARP135,Advanced Planning of PV-Rich Distribution Networks Study,DER Integration,-37.797724,144.96315
ARENA,2018/ARP136,Gold Fields Demonstration of a high penetration renewable microgrid on an operating mine in WA (Agnew Renewable Energy Microgrid),Off grid,-29.550106,123.880192
ARENA,2018/ARP138,Applied Electric Vehicles - Energy Freedom Solar Electric Vehicle Pilot Project,Electric vehicles,-37.899876,145.2477
ARENA,2018/ARP139,UniWave200 King Island Project,Marine,-39.874088,143.936944
ARENA,2018/ARP141,Tasmanian Pumped-Hydro Energy Storage Opportunities Stage 2,Pumped Hydro Energy Storage (PHES),-42.883751,147.331697
ARENA,2018/ARP142,Toyota Ecopark Hydrogen Demonstration,Hydrogen,-37.827348,144.934149
ARENA,2018/ARP143,Field Study of Virtual Synchronous Generator at Gullen Range Wind Farm,System Security,-34.601621,149.463308
ARENA,2018/ARP144,Metro Advertising Revenue Funded Electric Vehicle Charging Trial Project,Electric vehicles,-33.865725,151.2017
ARENA,2018/ARP145,"Measurement guidelines for multi-junction solar cells with perovskite layers, CSIRO PV Performance Laboratory",Solar PV,-32.891803,151.708914
ARENA,2018/ARP153,Fringe of Grid Battery Microgrid for Port Gregory (WA) Wind & Solar Farm,Battery Storage,-28.188333,114.251389
ARENA,2018/ARP154,"Publishing operating envelopes to the node to support the integration, orchestration and coordination of high-penetration DER in electricity distribution networks.",DER Integration,-35.277601,149.127344
ARENA,2018/ARP155,Evoenergy - DER integration and automation project,DER Integration,-35.421564,149.072733
ARENA,2018/ARP156,Demonstration projects of innovative grid-based power electronics technology applications to increase network DER hosting capacity and improve the quality of customer electricity supplies,DER Integration,-37.799115,144.966908
ARENA,2018/ARP157,"SA Power Networks, Advanced VPP grid integration",DER Integration,-34.942417,138.581863
ARENA,2018/ARP158,Enhanced Reliability through Short Time Resolution Data around Voltage Disturbances,DER Integration,-33.893303,151.205083
ARENA,2018/ARP160,Windlab LIDAR for Wind Forecast Projects,Market data and information,-36.397565,141.746844
ARENA,2018/ARP161,Skycam and Multi-Model Solar Forecasting Project,Market data and information,-33.087297,149.477699
ARENA,2018/ARP163,Wind Forecasting Demonstration Project,Market data and information,-37.831698,143.888435
ARENA,2018/ARP164,Solcast nowcasting solutions for solar farms and the Australian energy sector,Market data and information,-33.87109,151.161166
ARENA,2018/ARP165,Advisian Wind and Solar Forecasting for the NEM Project,Market data and information,-19.244657,146.623611
ARENA,2018/ARP166,DNV GL ?ö?ç?? Multi-Model and Machine Learning Wind Forecast Project,Market data and information,-37.262222,143.07883
ARENA,2018/ARP167,"Wind Forecasting for the NEM at Pacific Hydro's Clements Gap, Crowlands and Taralga Wind Farms",Market data and information,-33.507672,138.11096
ARENA,2018/ARP168,Vestas Wind Forecasting for the NEM Project,Market data and information,-37.737778,140.388154
ARENA,2018/ARP169,Aeolius Wind Systems Wind Forecasting Demonstration Project,Market data and information,-32.043723,115.772749
ARENA,2018/ARP170,Proa Analytics Solar Forecasts Project,Market data and information,-18.898722,144.144441
ARENA,2018/ARP171,"A2EP Renewable energy for process heat, Australia-wide, Replacing non-renewable systems",Industrial heating and cooling,-33.880287,151.197948
ARENA,2018/ARP172,Alinta Solar Gas Hybrid Project,Solar PV,-22.413426,117.668162
ARENA,2018/ARP176,BT Imaging LIS-M1 Solar Module Inspection System Project,Solar PV,-33.899001,151.208608
ARENA,2018/ARP177,Conversion of remote crude oil beam pumps to solar & battery project,Solar PV,-29.628324,135.471188
ARENA,2018/ARP178,"Bulwer Island, Queensland, Renewable Hydrogen Production and Refuelling Project",Hydrogen,-27.418528,153.132224
ARENA,2018/IEP001,Participation in International Engagement Agency (IEA) Technology Collaboration Program (TCP) for Demand Side Management,Enabling,-37.915956,145.138736
ARENA,2018/IEP002,Bioenergy Australia paricipation in the International Energy Agency (IEA) Technology Collaboration Programme (TCP) on Bioenergy,Bioenergy,-35.287931,149.193184
ARENA,2018/IEP003,Mission Innovation Challenge - Off-Grid Access to Electricity,Enabling,-33.910275,151.22337
ARENA,2018/IEP004,International Energy Agency (IEA) Technology Collaboration Programme (TCP) - Solar Heating and Cooling,Solar Thermal,-33.910275,151.22337
ARENA,2018/IEP005,International Energy Agency Technology Collaboration Programme  -  PV Power Systems,Solar PV,-33.910275,151.22337
ARENA,2018/IEP006,"Australian Association of Hydrogen Energy (AAHE), International Energy Agency (IEA) Hydrogen Technology Collaboration Program (TCP), Promoting hydrogen implementation and utilization in Australia through International collaboration.",Hydrogen,-31.977744,115.935524
ARENA,2018/IEP007,Participation in Mission Innovation - Converting Sunlight Innovation Challenge,Solar Thermal,-34.921644,138.599011
ARENA,2018/IEP008,Participation in International Engagement Agency (IEA) Hydropower Technology Collaboration Program,Enabling,-42.883751,147.331697
ARENA,2018/IEP009,International Energy Agency (IEA) - SolarPACES (Solar Power and Chemical Energy Systems) Technology Collaboration Program (TCP),Solar Thermal,-32.884623,151.728348
ARENA,2018/IEP010,International Energy Agency (IEA) - Ocean Energy Systems -Technology Collaboration Program (TCP),Marine,-42.905597,147.322505
ARENA,2018/IEP011,Missions Innovation Challenge - Smart Grids,Enabling,-32.884623,151.728348
ARENA,2018/IEP012,Missions Innovation Challenge - Affordable Heating and Cooling,Enabling,-32.884623,151.728348
ARENA,2018/RND001,CSIRO Methane Fuel Carrier R&D Project,Hydrogen,-37.920354,145.131863
ARENA,2018/RND002,CSIRO Hydrogen to Ammonia R&D Project,Hydrogen,-32.780821,151.800326
ARENA,2018/RND003,Macquarie University Biological Hydrogen Production R&D Project,Hydrogen,-33.777181,151.109362
ARENA,2018/RND004,ANU Hydrogen Generation by Electro-Catalytic Systems R&D Project,Hydrogen,-35.275111,149.121036
ARENA,2018/RND005,ANU - Solar Hydrogen Generation R&D Project,Hydrogen,-35.275111,149.121036
ARENA,2018/RND006,ANU Direct Water Electrolysis R&D Project,Hydrogen,-35.275111,149.121036
ARENA,2018/RND007,CSIRO Liquid Fuel Carrier R&D Project,Hydrogen,-37.907634,145.133033
ARENA,2018/RND008,Monash Water splitting electrodes R&D Project,Hydrogen,-37.915956,145.138736
ARENA,2018/RND009,Monash Ammonia production from renewables R&D Project,Hydrogen,-37.915956,145.138736
