Agencies,ProjID,ProjName,PrimTech,Lat,Long
ARENA,2018/RND010,RMIT University Melbourne Hydrogen Storage and Transport R&D Project,Hydrogen,-37.812604,144.965209
ARENA,2018/RND011,University of Melbourne Hydrogen Fuelled Reciprocating Engines R&D Project,Hydrogen,-37.797724,144.96315
ARENA,2018/RND012,QUT Hydrogen process R&D Project,Hydrogen,-27.477374,153.02864
ARENA,2018/RND013,UWA Methanol from Syngas R&D Project,Hydrogen,-31.982184,115.81563
ARENA,2018/RND014,UNSW Sydney Photovoltaic Electrolysis to Generate Hydrogen R&D Project,Hydrogen,-33.910275,151.22337
ARENA,2018/RND015,UNSW Sydney Waste Biomass to Renewable Hydrogen R&D Project,Hydrogen,-33.910275,151.22337
ARENA,2018/RND016,CSIRO Solar Thermochemical Hydrogen R&D Project,Hydrogen,-32.884623,151.728348
ARENA,2019/ARP001,"East Rockingham Resource Recovery Facility (ERRRF), renewable energy production, energy sale, grid connection, aggregate and metal recycling, alternatives to residue disposal",Bioenergy,-32.223821,115.776698
ARENA,2019/ARP002,Decentralised Energy Exchange (deX) Program: scaling common platform requirements for decentralised energy exchanges across Australia,Enabling,-37.812524,144.955295
ARENA,2019/ARP003,AEMO Virtual Power Plant Demonstrations,Enabling,-37.817686,144.956804
ARENA,2019/ARP004,"Element 25, Pilot studies for Intermittent Dynamic Electrowinning using renewable energy for The Butcherbird Project to produce high purity EMM and MnSO4.",Enabling,-31.954251,115.790054
ARENA,2019/ARP005,Fast Cities - Creating a National Ultrafast EV Charging Infrastructure Network Project,Enabling,-27.466377,153.028973
ARENA,2019/ARP007,United Energy - Voltage-Controlled Frequency Regulation System,Enabling,-37.891907,145.143102
ARENA,2019/ARP008,Nectar Farms High Efficiency Off Grid Glasshouse Project.,Enabling,-37.014806,142.990871
ARENA,2019/ARP009,Module Design for Lower Field Operating Temperature and Improved Yield,Solar PV,-33.910275,151.22337
ARENA,2019/ARP010,Charge Together Australia - Phase 2,Enabling,-33.873831,151.205638
ARENA,2019/ARP011,Dyno Nobel Expansion of Moranbah - Feasibility of Renewable (?ö?ç??Green?ö?ç?û) Hydrogen,Hydrogen,-21.804159,148.45144
ARENA,2019/ARP012,National Energy Simulator Feasibility Study,Enabling,-37.799115,144.966908
ARENA,2019/ARP013,Queensland Nitrates Feasibility Study for a Green Hydrogen and Ammonia Project,Hydrogen,-24.495486,149.656214
ARENA,2019/ARP014,Wattwatchers - My Energy Marketplace Deployment Project,Enabling,-33.820587,151.184647
ARENA,2019/ARP015,Loganholme Wastewater Treatment Plant Gasification Facility Demonstration Project,Bioenergy,-27.684444,153.189127
ARENA,2019/ARP016,Allume Rooftop Solar Salvation Army Pilot Demonstration Project,Solar PV,-37.799115,144.966908
ARENA,2019/ARP020,Mirvac - Net Zero Energy Homes,Hybrid,-37.845009,144.816682
ARENA,2019/ARP021,Powerlink Cost-effective system strength in North Queensland study,Enabling,-27.376719,153.073354
ARENA,2019/ARP022,Short Term Off-River Energy Storage Stage 2 (STORES-2) Study,Pumped Hydro Energy Storage (PHES),-35.287931,149.193184
ARENA,2019/ARP023,"Rheem, Bringing South Australia's Hot Water Load Under Active Control",Solar PV,-33.80792,151.009361
ARENA,2019/ARP024,AIRAH - The Affordable Heating and Cooling Innovation Hub (i-Hub),Enabling,-37.799115,144.966908
ARENA,2019/ARP025,Advancing Renewables with PCM Thermal Energy Storage Project,Enabling,-34.977534,138.876733
ARENA,2019/ARP026,"Hydro Tasmania, Battery of the Nation, Future State NEM analysis (phase 2)",Pumped Hydro Energy Storage (PHES),-42.889272,147.243283
ARENA,2019/ARP027,BTPS 1 Pty Ltd - Transforming Industrial Rooftops with the Bright Thinkers Power Station (BTPS),Solar PV,-33.915542,150.811792
ARENA,2019/ARP028,Rooftop Concentrated Solar Thermal for Hospital Heating/Cooling Demonstration Project,Solar Thermal,-36.423422,145.162247
ARENA,2019/ARP030,Hornsdale Power Reserve Upgrade Project,Enabling,-33.085238,138.51773
ARENA,2019/ARP034,ERM Power advancing renewables in the manufacturing sector project,Enabling,-27.438944,153.030432
ARENA,2019/ARP035,Scaling up Environmental Upgrade Agreements across Australia,Enabling,-37.799115,144.966908
ARENA,2019/ARP044,OMPS New England PHES Benefits Study,Pumped Hydro Energy Storage (PHES),-30.453268,151.282306
ARENA,2019/ARP045,Frasers Property Australia Ne Zero Energy Homes,Solar PV,-33.854764,151.092774
ARENA,2019/ARP046,Blending hydrogen into Victorian and South Australian gas infrastructure - Feasibility studies - AGIG,Hydrogen,-34.902545,138.589026
ARENA,2019/ARP047,APA Renewable Methane Demonstration Project,Hydrogen,-25.806897,144.717486
ARENA,2019/ARP048,The Hazer Process Demonstration Plant,Hydrogen,-32.124681,115.820232
ARENA,2019/ARP052,Renewable Energy Hub - A Wholesale Renewable Energy Firming Marketplace Demonstration Project,Enabling,-37.799115,144.966908
ARENA,2019/ARP054,"Renergi, Bioenergy, Collie, Waste to Energy through Pyrolysis",Bioenergy,-31.954251,115.790054
ARENA,2019/ARP055,Yara Pilbara Renewable Ammonia Feasibility Study,Hydrogen,-20.623572,116.781627
ARENA,2019/ARP056,Clean Energy Startup Support Programs Project,Solar PV,-33.885842,151.200362
ARENA,2019/ARP057,"Enova Community Energy, Northern Rivers, Community Battery Storage and Peer to Peer Trading Platform",Battery Storage,-28.410183,153.372733
ARENA,2019/ARP058,TransGrid; New England Renewable Energy Zone - Pilot for commercial development of transmission structure,Solar PV,-33.885842,151.200362
ARENA,2019/ARP059,A2EP & Climate-KIC renewable energy for process heat opportunity study (phase 2),Industrial heating and cooling,-33.885842,151.200362
ARENA,2019/ARP060,2019/ARP060 ?ö?ç?? Monash University (ClimateWorks Australia) ?ö?ç?? Industry ETI Establishment Phase Project,Hydrogen,-37.799115,144.966908
ARENA,2019/ARP061,ActewAGL Realising Electric Vehicle-to-grid Services Project,Enabling,-35.287931,149.193184
ARENA,2019/ARP062,Stanwell Hydrogen Mid/Large Scale Electrolysis Deployment Feasibility Study,Hydrogen,-27.438944,153.030432
ARENA,2019/ARP064,Project GERI Feasibility Study,Hydrogen,-27.376719,153.073354
ARENA,2019/ARP065,Solar Power Plant; Phase 1,Concentrated solar thermal,-37.847814,145.141276
ARENA,2019/ARP067,University of Wollongong Investigation of the Impact and Management of Harmonic Distortion for Large Renewable Generators,Enabling,-34.321001,150.867928
ARENA,2019/ARP069,Gridded Renewables Nowcasting Demonstration over South Australia,Enabling,-33.883006,151.159406
ARENA,2019/CRD001,Building Integrated Photovoltaics (BIPV) Enabler,Enabling,-37.807664,144.965572
ARENA,2019/CRD002,Pilot project to trial Solar F2D2 at University of Queensland?ö?ç?ûs Gatton Solar Farm,Large-scale solar,-27.559501,152.340454
ARENA,2019/CRD003,Prototyping a Photoluminescence Imaging Tool for Testing of Fielded Solar Modules,Solar PV,-34.345705,144.454093
ARENA,2019/CRD004,"University of South Australia, Mawson Lakes, Displacement of Gas by Thermal Energy Storage",Enabling,-34.808935,138.619776
ARENA,2019/CRD005,"UNSW, Sydney, Launch of a photothermal absorption spectrometer for cost reduction in PV materials",Enabling,-33.958914,151.210492
ARENA,2019/CRW001,PDS,Solar PV,-33.918985,151.230382
ARENA,2019/CRW002,Lithium sulfur batteries,Battery Storage,-33.883355,151.200904
ARENA,2019/CRW004,Solar Farm Fault Detection,Solar PV,-27.499431,153.011849
ARENA,2019/CRW005,Kaiwen Sun,Solar PV,-33.918997,151.230297
ARENA,2019/CRW006,Liquid-phase hydrogen carriers,Hydrogen,-33.883409,151.201004
ARENA,2019/CRW007,UniSA PB,Solar Thermal,-34.808996,138.679884
ARENA,2019/CRW008,Integrated load and generation forecasting for optimal storage system control,Enabling,-34.808996,138.679884
ARENA,2019/CRW010,HydGene Renewables,Hydrogen,-33.774268,151.113445
ARENA,2019/CRW011,BIPV tools,Solar PV,-37.807198,144.964939
ARENA,2019/CRW012,Long Shi,Solar Thermal,-37.807198,144.964939
ARENA,2019/CRW013,Next-generation integrated PV structures,Solar PV,-33.774368,151.113353
ARENA,2019/CRW014,Outdoor Photoluminescence Imaging for Residential and Commercial Applications,Solar PV,-33.919038,151.230254
ARENA,2019/CRW015,An integrated solar-hydrogen/solar thermal system for 100% heat and power supply to standalone applications (SHEL) - Workshop,Hydrogen,-37.807198,144.964939
ARENA,2019/CRW016,Platypus Energy (formerly The Bucket Company),Enabling,-37.799986,144.959095
ARENA,2019/CRW017,Good vibrations,Marine,-34.405902,150.878442
ARENA,2020/ARP002,"Reactive Technologies, System Inertia Measurement Demonstration",Enabling,-37.818128,144.956663
ARENA,2020/ARP003,Central West NSW Energy Zone: Detailed Scoping Study,Enabling,-33.885842,151.200362
ARENA,2020/ARP007,"Monash University, Melbourne, Stability-Enhancing Measures for Weak Grids, Study",Enabling,-37.920354,145.131863
ARENA, ,Least-cost carbon abatement modelling,Hybrid and enabling technologies,-37.797121,144.965009
CEFC,1,,Lighting,-32.181732,152.521585
CEFC,2,,Lighting,-28.865608,153.046767
CEFC,3,,"HVAC, Monitoring Systems",-35.301242,148.220095
CEFC,4,,"HVAC, Monitoring Systems",-27.46667,153.027569
CEFC,5,,Solar PV,-37.05093,143.740589
CEFC,6,,Generation / Distribution,-38.179354,146.565379
CEFC,7,,Lighting,-35.109543,147.37148
CEFC,8,,Refrigeration,-33.74335,150.650621
CEFC,9,,Lighting,-33.966036,151.134925
CEFC,10,,Lighting,-42.975533,147.311387
CEFC,11,,Cogen,-33.884601,151.200555
CEFC,12,,Refrigeration,-33.189867,138.296968
CEFC,13,,Lighting,-37.06431,144.21876
CEFC,14,,Refrigeration,-35.970039,146.405838
CEFC,15,,Bioenergy,-27.583515,152.835156
CEFC,16,,Cogen,-35.116834,147.371913
CEFC,17,,Industrial Process Improvement,-38.184628,146.447718
CEFC,18,,Lighting,-38.385799,142.481364
CEFC,19,,Bioenergy,-32.104001,115.898406
CEFC,20,,Bioenergy,-27.755753,151.54246
CEFC,21,,Solar PV,-27.450353,153.044612
CEFC,22, ,Solar PV,-29.569571,149.866889
CEFC,23, ,Wind,-34.423533,149.825854
CEFC,24, ,Other,-38.194544,144.292936
CEFC,25, ,Wind,-38.04902,142.191548
CEFC,26, ,Wind,-38.364133,141.625604
CEFC,27, ,Wind,-35.095368,149.578948
CEFC,28, ,Generation / Distribution,-21.885205,147.965887
CEFC,29, ,Lighting,-38.135255,145.85972
CEFC,30, ,Wind,-37.262571,143.078476
CEFC,31, ,Solar PV,-23.768081,133.86924
CEFC,32, ,Solar PV,-23.547556,145.31878
CEFC,33, ,Solar PV,-20.545776,147.805284
CEFC,34, ,Cogen,-33.884601,151.200555
CEFC,35, ,Wind,-38.364133,141.625604
CEFC,36, ,"HVAC, Monitoring Systems",-27.616232,152.761909
CEFC,37, ,Solar PV,-25.231819,130.99133
CEFC,38, ,Solar PV,-25.539867,119.322948
CEFC,39, ,Solar PV,-37.798049,144.961382
CEFC,40, ,Lighting,-33.966757,151.106502
CEFC,41, ,Bioenergy,-27.379838,153.093001
CEFC,42, ,Hybrid,-37.812389,144.955214
CEFC,43, ,"HVAC, Monitoring Systems",-33.864307,151.21124
CEFC,44, ,Solar PV,-37.910611,145.136159
CEFC,45, ,Wind,-35.275739,149.127173
CEFC,46, ,Lighting,-37.815067,144.966903
CEFC,47, ,Cogen,-38.146158,144.358659
CEFC,48, ,Solar PV,-23.446584,144.359097
CEFC,49, ,Solar PV,-27.402254,151.644759
CEFC,50, ,Solar PV,-18.881092,144.148236
CEFC,51, ,Solar PV,-34.317322,146.120701
CEFC,52, ,Solar PV,-32.218154,148.254496
CEFC,53, ,Solar PV,-33.112787,148.076376
CEFC,54, ,Bioenergy,-33.837142,150.904475
CEFC,55, ,Wind,-29.705883,151.425172
CEFC,56, ,Solar PV,-34.926534,138.590939
CEFC,57, ,"HVAC, Monitoring Systems",-33.891703,151.14899
CEFC,58, ,Solar PV,-33.872024,151.209647
CEFC,59, ,"HVAC, Monitoring Systems",-33.865987,151.210318
CEFC,60,  ,Wind,-20.766637,145.016613
CEFC,61, ,Wind,-29.011055,114.968421
CEFC,62, ,Wind,-38.747824,145.949483
CEFC,63, ,Wind,-33.308612,138.731354
CEFC,64, ,Solar PV,-32.889732,151.642973
CEFC,65, ,Solar PV,-34.600206,142.768701
CEFC,66, ,Bioenergy,-32.21009,115.777163
CEFC,67, ,Wind,-33.020383,149.608327
CEFC,68, ,Wind,-32.407065,149.041287
CEFC,69, ,"HVAC, Monitoring Systems",-32.006237,115.894436
CEFC,70, ,Vehicles,-38.019506,145.230317
CEFC,71, ,"HVAC, Monitoring Systems",-37.817804,144.959826
CEFC,72, ,Solar PV,-19.425386,146.716018
CEFC,73, ,Solar PV,-33.950786,150.923143
CEFC,74, ,"HVAC, Monitoring Systems",-33.885842,151.200362
CEFC,75, ,Wind,-32.587298,137.555207
CEFC,76, ,Solar PV,-35.735004,143.779441
CEFC,77, ,Solar PV,-20.502245,147.769823
CEFC,78, ,Other,-38.03505,145.197858
CEFC,79, ,Bioenergy,-32.251606,115.775352
CEFC,80, ,Other,-37.821786,144.966323
CEFC,81, ,Solar PV,-18.881092,144.148236
CEFC,82, ,Other,-33.836893,151.206915
CEFC,83, ,Solar PV,-27.509915,152.996363
CEFC,84, ,Storage,-21.049463,118.895126
CEFC,85, ,Wind,-33.005808,137.575277
CEFC,86, ,Other,-37.809171,145.006413
CEFC,87, ,Other,-33.821678,151.195951
CEFC,88, ,Solar PV,-22.839229,147.58104
CEFC,89,  ,Solar PV,-22.839229,147.58104
CEFC,90,  ,Solar PV,-36.159627,145.473816
CEFC,91, ,Solar PV,-27.402387,151.644748
CEFC,92, ,Solar PV,-20.493809,147.772654
CEFC,93, ,Wind,-41.788606,145.049119
CEFC,94, ,Lighting,-33.848812,151.072314
CEFC,95, ,Industrial Process Improvement,-33.871194,151.203802
CEFC,96, ,Wind,-34.842222,149.390957
CEFC,97, ,Other,-34.928635,138.605095
CEFC,98, ,Solar PV,-34.742484,145.95542
CEFC,99, ,Other,-37.817913,145.115491
CEFC,100, ,Hybrid,-37.811374,144.954868
CEFC,101, ,Hybrid,-37.811374,144.954868
CEFC,102, ,Solar PV,-35.017937,142.300167
CEFC,103, ,Solar PV,-32.35756,149.468205
CEFC,104, ,Other,-33.28117,149.099896
CEFC,105, ,Other,-34.042374,150.762083
CEFC,106, ,Wind,-32.587298,137.555207
CEFC,107, ,Storage,-37.852254,144.972973
CEFC,108, ,Other,-38.193946,144.294566
CEFC,109, ,Solar PV,-33.864781,151.21168
CEFC,110, ,"HVAC, Monitoring Systems",-35.419627,149.063263
CEFC,111, ,Storage,-27.509915,152.996363
CEFC,112, ,"HVAC, Monitoring Systems",-33.848696,151.073162
CEFC,113, ,Solar PV,-33.112248,148.078414
CEFC,114, ,Wind,-35.275739,149.127173
CEFC,115, ,Other,-37.817913,145.115491
CEFC,116, ,Solar PV,-33.380429,147.678753
CEFC,117, ,Other,-33.884383,151.210843
CEFC,118, ,Lighting,-33.866837,151.210076
CEFC,119, ,Other,-33.865169,151.205786
CEFC,120, ,Other,-33.872176,151.209109
CEFC,121, ,Solar PV,-20.493809,147.772654
CEFC,122, ,Solar PV,-27.467285,153.029521
CEFC,123, ,Storage,-33.085409,138.522006
CEFC,124, ,other,-37.808585,144.971486
CEFC,125, ,Vehicles,-37.801379,144.942474
CEFC,126, ,Other,-33.248657,149.115232
CEFC,127, ,other,-33.865858,151.211738
CEFC,128, ,Solar PV,-32.272606,148.649922
,, ,,,
